pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,pracBkgdKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,AOMI_promptBkgdKeys.rt,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,girdle,manure,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/pulpit_TT_3X.mp4,linear,pulpit,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, linear,"['l', 'i', 'n', 'e', 'a', 'r', 'return']","[0.9544975999742746, 1.5474415000062436, 1.7790789999999106, 1.9864811999723315, 2.2584464999381453, 2.627824699971825, 3.4442143999040127]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,patent,binder,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/frugal_touch_edited.mp4,defame,frugal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, defame,"['d', 'e', 'f', 'a', 'm', 'e', 'return']","[0.863168700132519, 1.055922199971974, 1.6557245999574661, 1.935388599988073, 2.183848600136116, 2.447916300036013, 3.0722670999821275]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,delude,strife,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/debtor_touch_edited.mp4,galley,debtor,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, galley,"['g', 'a', 'l', 'l', 'e', 'y', 'return']","[0.7804026000667363, 1.4529297999106348, 1.7403527998831123, 1.9323839000426233, 2.300371600082144, 2.8052648999728262, 3.676715800072998]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,shrewd,mirage,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/covert_touch_edited.mp4,revoke,covert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, revoke,"['r', 'e', 'v', 'o', 'k', 'e', 'return']","[0.8565378999337554, 1.095929800067097, 1.583500999957323, 1.887630500132218, 2.735505999997258, 2.951484899967909, 3.503458899911493]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,joiner,revolt,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/cortex_touch_edited.mp4,apathy,cortex,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, apathy,"['a', 'p', 'a', 't', 'h', 'y', 'return']","[1.1750638999510556, 1.4701596999075264, 1.702153499936685, 2.310588499996811, 2.4942731999326497, 2.7660602999385446, 3.7108332000207156]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,hearth,sonnet,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/kipper_touch_edited.mp4,herbal,kipper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, herbal,"['h', 'e', 'r', 'b', 'a', 'l', 'return']","[1.240355199901387, 1.5443229998927563, 1.7515040999278426, 1.9762304998002946, 2.1836975999176502, 2.4409806998446584, 2.9674146999605]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,fungal,brazen,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/matrix_TT_3X.mp4,mucous,matrix,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, mucous,"['m', 'u', 'c', 'o', 'u', 's', 'return']","[0.844099200097844, 1.1635049001779407, 1.4761567001696676, 1.7078365001361817, 1.9237984002102166, 2.1560103001538664, 3.059962100116536]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,campus,legion,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/virile_TT_3X.mp4,allure,virile,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, allure,"['a', 'l', 'l', 'u', 'r', 'e', 'return']","[0.8916396000422537, 1.659730700077489, 1.8998769000172615, 2.2762569999322295, 2.500625800108537, 2.715719599975273, 3.3958258000202477]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,hamlet,parole,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/falter_touch_edited.mp4,shroud,falter,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, shroud,"['s', 'h', 'r', 'o', 'u', 'd', 'return']","[0.8468498999718577, 1.1337973999325186, 1.3739290998782963, 1.654727199813351, 1.9498376999981701, 2.214014000026509, 2.950024399906397]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,hinder,vanity,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/ascend_touch_edited.mp4,breach,ascend,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, breach,"['b', 'r', 'e', 'a', 'c', 'h', 'return']","[0.9154791000764817, 1.1880248000379652, 1.443706399993971, 1.8597134000156075, 2.4435926999431103, 2.723909900058061, 3.7076987999025732]",,,,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['5'],[6.421965699875727],,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[8.5852779999841],,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['5'],[10.070612599840388],,,,,,,,,,,,,,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,hearth,sonnet,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/kipper_touch_edited.mp4,herbal,kipper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4573.306202500127,4579.817679099971,None, butter,"['b', 'u', 't', 't', 'e', 'r', 'return']","[1.0102791001554579, 1.2912649000063539, 1.5303281000815332, 1.7707883000839502, 2.0342244000639766, 2.2663270002231, 3.0587785001844168]",4611.803076400189,4631.315694400109,None, sonnet,"['s', 'o', 'n', 'n', 'e', 't', 'return']","[1.4016658999025822, 1.6493887999095023, 2.201598000014201, 2.3775059001054615, 2.5222263999748975, 3.0258535998873413, 3.9295387000311166]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,hamlet,parole,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/falter_touch_edited.mp4,shroud,falter,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4636.287577100098,4655.798019499984,None, parole,"['p', 'a', 'r', 'o', 'l', 'e', 'return']","[1.4490066000726074, 2.4976749001070857, 2.936990400077775, 3.4810729001183063, 3.752838599961251, 3.984841600060463, 5.0900153000839055]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,delude,strife,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/debtor_touch_edited.mp4,galley,debtor,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4661.927373700077,4681.431011900073,None, strife,"['s', 't', 'r', 'i', 'f', 'e', 'return']","[1.4134941999800503, 2.222057099919766, 2.454146899981424, 3.126000199932605, 3.365492400014773, 3.549442799994722, 4.278058199910447]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,feudal,impose,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/subdue_TT_3X.mp4,matron,subdue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4686.736670700135,4693.246817700099,None, impose,"['i', 'm', 'p', 'o', 's', 'e', 'return']","[1.1527127001900226, 1.4647170000243932, 1.857209000037983, 2.1129076001234353, 2.2804934000596404, 2.5845159001182765, 3.5374125000089407]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,oppose,jargon,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/botany_touch_edited.mp4,ghetto,botany,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4697.816139200004,4717.328573700041,None, jargon,"['j', 'a', 'r', 'g', 'o', 'n', 'return']","[1.149126400006935, 1.4064835000317544, 1.869112400105223, 2.1577518000267446, 2.69406839995645, 3.1415770000312477, 4.029554900014773]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,induce,savant,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/plasma_TT_3X.mp4,mussel,plasma,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4722.384713400155,4728.893997800071,None, savant,"['s', 'a', 'v', 'a', 'n', 't', 'return']","[1.2942105999682099, 1.5340100000612438, 1.7581558001693338, 1.9182496999856085, 2.181891400134191, 2.381935400189832, 3.4621804000344127]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,zephyr,sherry,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/forage_touch_edited.mp4,fusion,forage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4733.398014200153,4752.90897800005,None, sherry,"['s', 'h', 'e', 'r', 'r', 'y', 'return']","[1.0890193998347968, 1.4484838999342173, 2.32870680000633, 2.7844332000240684, 2.9607045999728143, 3.2486674999818206, 4.0250166999176145]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,cobble,murmur,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/picket_TT_3X.mp4,export,picket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4757.9720195999835,4764.4913914999925,None, murmur,"['m', 'u', 'r', 'm', 'u', 'r', 'return']","[1.0188647999893874, 1.5308347998652607, 1.8509710999205709, 2.579436899861321, 2.8916109998244792, 3.083226699847728, 3.8593240999616683]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,caviar,pursue,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/piston_TT_3X.mp4,shrill,piston,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4769.362846300006,4775.877327600028,None, pursue,"['p', 'u', 'r', 's', 'u', 'e', 'return']","[1.1562329998705536, 1.4280303998384625, 1.6757724999915808, 2.0915148998610675, 2.2672643999103457, 2.531207799911499, 3.4914812999777496]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,jailer,deduct,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/neural_TT_3X.mp4,nettle,neural,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4780.395902200136,4786.909201800125,None, deduct,"['d', 'e', 'd', 'u', 'c', 't', 'return']","[1.0547545000445098, 1.3035193998366594, 1.6465720999985933, 1.8947984999977052, 2.126654899911955, 2.3185739999171346, 3.190817799884826]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,patent,binder,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/frugal_touch_edited.mp4,defame,frugal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4809.430034400197,4828.941739500035,None, binder,"['b', 'i', 'n', 'd', 'e', 'r', 'return']","[1.3715570999775082, 1.73957320000045, 2.0508372001349926, 2.3237119000405073, 2.5953655000776052, 2.8347201999276876, 3.7077349999453872]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,clergy,coerce,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/obsess_TT_3X.mp4,portal,obsess,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4833.678939500125,4840.192433899967,None, coerce,"['o', 'backspace', 'c', 'o', 'e', 'r', 'c', 'e', 'return']","[1.2747436999343336, 2.1775533000472933, 2.545996000058949, 2.7942152998875827, 3.041440000059083, 3.217352099949494, 3.8263584000524133, 4.145925600081682, 4.658359699882567]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,hinder,vanity,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/ascend_touch_edited.mp4,breach,ascend,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845.876814699965,4865.38934910018,None, vanity,"['v', 'a', 'n', 'i', 't', 'u', 'backspace', 'y', 'return']","[1.0803398001007736, 1.3283679999876767, 1.6164162999484688, 1.9764078001026064, 2.169232399901375, 2.41627119993791, 3.3122986999806017, 3.7211191998794675, 4.488896900089458]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,primal,novice,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/confer_touch_edited.mp4,entail,confer,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4870.909678900149,4890.422488200013,None, novice,"['n', 'o', 'v', 'i', 'c', 'e', 'return']","[0.8990273999515921, 1.3871943999547511, 1.8919025999493897, 2.0759699000045657, 2.3633076997939497, 2.7156680999323726, 3.283199899829924]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,girdle,manure,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/pulpit_TT_3X.mp4,linear,pulpit,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4894.740054400172,4901.253098600078,None, manure,"['m', 'a', 'n', 'u', 'r', 'e', 'return']","[1.175249199848622, 1.3752885998692364, 1.6625218999106437, 2.0068622999824584, 2.1746828998439014, 2.350589699810371, 3.150444199796766]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,campus,legion,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/virile_TT_3X.mp4,allure,virile,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4905.448347400175,4911.964512200095,None, legion,"['l', 'e', 'g', 'i', 'o', 'n', 'return']","[1.1146712999325246, 1.2987130000256002, 1.6198567999526858, 1.826508899917826, 2.0506657001096755, 2.2984682000242174, 3.1547542000189424]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,meddle,musket,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/solemn_TT_3X.mp4,divert,solemn,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4916.141981000081,4922.652178200195,None, musket,"['m', 'u', 's', 'k', 'e', 't', 'return']","[0.9866106999106705, 1.2984571000561118, 1.4503446000162512, 1.7144764999393374, 1.882263100007549, 2.1072529999073595, 2.978919700020924]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,shrewd,mirage,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/covert_touch_edited.mp4,revoke,covert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4926.657431200147,4946.1663650001865,None, mirage,"['m', 'i', 'r', 'g', 'backspace', 'a', 'g', 'e', 'return']","[0.8725833999924362, 1.1453096000477672, 1.28109210007824, 1.7290744001511484, 2.5614768001250923, 2.848774100188166, 3.1132815000601113, 3.3288756001275033, 3.96862250007689]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,joiner,revolt,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/cortex_touch_edited.mp4,apathy,cortex,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4951.196789200185,4970.702291400172,None, revolt,"['r', 'e', 'v', 'o', 'l', 't', 'return']","[0.7832511998713017, 0.9758550999686122, 1.9430875999387354, 2.1516813999041915, 2.4470334998331964, 2.879145599901676, 3.40763369994238]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,parish,upkeep,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/tariff_TT_3X.mp4,gullet,tariff,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4975.13672160008,4981.649695900036,None, upkeep,"['u', 'p', 'k', 'e', 'e', 'p', 'return']","[1.0438509001396596, 1.4672132001724094, 1.82750240014866, 2.1311994001735, 2.3556523001752794, 3.8990877000615, 4.3634425001218915]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,trench,fodder,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/subtle_TT_3X.mp4,ethnic,subtle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4999.252168799983,5005.764719699975,None, fodder,"['f', 'o', 'd', 'd', 'e', 'r', 'return']","[18.432754599954933, 18.641534799942747, 18.841431400040165, 19.032918400131166, 19.225297700148076, 19.425533200148493, 19.91278910008259]",,,,,,,,,,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
