pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,pracBkgdKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,AOMI_promptBkgdKeys.rt,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,hinder,vanity,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/ascend_touch_edited.mp4,breach,ascend,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,0,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, ascend,"['a', 's', 'c', 'e', 'n', 'd', 'return']","[0.8890802001114935, 1.241298699984327, 1.6413253000937402, 1.937461300054565, 2.160985000198707, 2.4094750999938697, 3.6022099000401795]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,feudal,impose,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/subdue_TT_3X.mp4,matron,subdue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,26,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, subdue,"['s', 'u', 'b', 'd', 'u', 'e', 'return']","[0.9911744999699295, 1.1760696000419557, 1.4481252001132816, 1.6152594001032412, 1.8315401000436395, 2.0154189001768827, 2.7592013999819756]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,tandem,potent,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/malady_TT_3X.mp4,origin,malady,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,15,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, malady,"['m', 'a', 'a', 'backspace', 'l', 'a', 'd', 'y', 'return']","[1.0956660998053849, 1.2874898998998106, 1.6716872998513281, 2.5762271999847144, 2.9597726999782026, 3.104706499958411, 3.3675867998972535, 3.5834015998989344, 4.519395199837163]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,primal,novice,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/confer_touch_edited.mp4,entail,confer,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,4,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, confer,"['c', 'o', 'n', 'f', 'e', 'r', 'return']","[1.1506483000703156, 1.4383010999299586, 1.7502353000454605, 1.9107536000665277, 2.15014489996247, 2.4143376001156867, 3.134240600047633]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,shrewd,mirage,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/covert_touch_edited.mp4,revoke,covert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,6,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, covert,"['c', 'o', 'v', 'e', 'r', 't', 'return']","[1.31984160002321, 1.6081481999717653, 1.7929277999792248, 2.09585539996624, 2.2724953999277204, 2.5520421001128852, 3.1599260999355465]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,fungal,brazen,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/matrix_TT_3X.mp4,mucous,matrix,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,22,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, matrix,"['m', 'a', 't', 'r', 'i', 'x', 'return']","[0.8443849000614136, 1.0684378000441939, 1.2923669000156224, 2.493317299988121, 2.7564555001445115, 3.4526833000127226, 4.164587300037965]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,hamlet,parole,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/falter_touch_edited.mp4,shroud,falter,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,9,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, falter,"['f', 'a', 'l', 't', 'e', 'r', 'return']","[0.6797922998666763, 0.9754438998643309, 1.2879506999161094, 1.471449499949813, 1.7594335998874158, 1.9994415000546724, 2.775383099913597]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,None,None,None,None,None,None,None,None,None,None,meddle,musket,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/solemn_TT_3X.mp4,divert,solemn,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,25,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, solemn,"['s', 'semicolon', 'backspace', 'o', 'l', 'e', 'm', 'n', 'return']","[0.9714490999467671, 1.2274901999626309, 2.435091699939221, 2.8195966000203043, 3.0672631999477744, 3.539399999892339, 4.347146400017664, 4.595276499865577, 5.5391042998526245]",,,20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[4.826403999933973],20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['5'],[2.647399100009352],20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['5'],[6.15926230000332],20,001,B,2023_Jan_31_1144,student_TT_local,2021.1.4,59.93561715822562,
