pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,AOMI_promptBkgdKeys.rt,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,upkeep,kipper,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/meddle_touch_edited.mp4,divert,meddle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, divert,"['d', 'i', 'v', 'e', 'r', 't', 'return']","[0.6630258999994112, 0.7993729999998322, 0.9911606999994547, 1.1669744999999239, 1.375733200000468, 1.5440629000004265, 2.023082300000169]",,,,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,matrix,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/hinder_TT_3X.mp4,breach,hinder,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, breach,"['b', 'r', 'e', 'a', 'c', 'h', 'return']","[0.6258906000002753, 0.730303799999092, 0.8578471000000718, 1.0422527999999147, 1.2421441999995295, 1.3381166999988636, 1.922015799998917]",,,,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,potent,neural,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/septic_TT_3X.mp4,ordain,septic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ordain,"['o', 'r', 'd', 'a', 'i', 'n', 'return']","[0.41148880000037025, 0.5711210999998002, 0.7868772999991052, 0.931466800000635, 1.075010000000475, 1.2593520999998873, 1.6829600999990362]",,,,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,critic,obsess,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/zephyr_TT_3X.mp4,fusion,zephyr,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, fusion,"['f', 'u', 's', 'i', 'o', 'n', 'return']","[0.7969013000001723, 0.9080892000001768, 1.083977500000401, 1.2362603999990824, 1.3725064999998722, 1.5565609999994194, 1.9882175999991887]",,,,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,parole,solemn,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/befall_TT_3X.mp4,ration,befall,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ration,"['r', 'a', 't', 'i', 'o', 'n', 'return']","[0.6640842999986489, 0.7919964999982767, 0.9681169999985286, 1.1128974999992352, 1.2162175999983447, 1.3841773999993165, 1.792417499998919]",,,,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,fodder,devise,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/mangle_touch_edited.mp4,warble,mangle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, warble,"['w', 'a', 'r', 'b', 'k', 'l', 'e', 'equal', 'equal', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'l', 'e', 'return']","[0.6953077000016492, 0.8304443000015453, 1.4305501000017102, 1.534428000000844, 1.695330800001102, 1.7021971000012854, 1.8388131000010617, 2.2062889000008, 2.398489500001233, 3.230401400000119, 3.398389700001644, 3.5586284000000887, 3.7182646000001114, 3.902583400000367, 4.606350200001543, 4.711096100001669, 5.158958500000153]",,,,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,goblet,botany,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/trench_touch_edited.mp4,ethnic,trench,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ethnic,"['e', 't', 'h', 'n', 'i', 'c', 'return']","[0.7776294000013877, 0.9697950000008859, 1.1226377000002685, 1.3225287000004755, 1.425748300000123, 1.577691300000879, 2.0418845000003785]",,,,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,brazen,piston,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/caviar_touch_edited.mp4,shrill,caviar,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, shrill,"['s', 'h', 'r', 'i', 'l', 'l', 'return']","[0.902369199999157, 1.486622799999168, 1.7023252999988472, 2.014712599999257, 2.4555590999989363, 2.5988352999993367, 2.8944077999985893]",,,,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,novice,parcel,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/primal_TT_3X.mp4,entail,primal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, entail,"['e', 'n', 't', 's', 'backspace', 'a', 'i', 'l', 'return']","[0.845403699999224, 1.0292059999992489, 1.6687378999995417, 2.2451037999999244, 2.828799599999911, 3.221174999998766, 3.4048284999989846, 3.6288017999995645, 4.077165499998955]",,,,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,manure,picket,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/parish_touch_edited.mp4,gullet,parish,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, gullet,"['g', 'u', 'l', 'l', 'e', 't', 'return']","[0.6572517000004154, 0.7780416999994486, 1.3132241999992402, 1.465220699999918, 1.649368599999434, 2.233377999998993, 2.665447999999742]",,,,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[10.559935200000837],,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[9.03102460000082],,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[11.779011500000706],,,,,,,,,,,,,,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,frugal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/oppose_TT_3X.mp4,ghetto,oppose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3465.805097200001,3472.3120233,None, butter,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.7679637000001094, 0.8957076000006055, 1.255738100000599, 1.3998855000008916, 1.5996585000011692, 1.736463700000968, 2.2316802000004827]",3510.4681962999994,3516.9703187000005,None, frugal,"['f', 'r', 'u', 'g', 'a', 'l', 'return']","[1.0566703999993479, 1.2885219999989204, 1.4567769000004773, 1.6001956000000064, 1.7924344999992172, 1.9838736999990942, 2.5045236999994813]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,musket,subtle,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/fungal_touch_edited.mp4,mucous,fungal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520.5075093000005,3540.0078896000005,None, subtle,"['s', 'u', 'b', 't', 'l', 'e', 'return']","[0.7073626000001241, 0.8346705999992992, 1.042824300000575, 1.483026300000347, 1.626580099999046, 1.7394005000005563, 2.3235955000000104]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,murmur,ritual,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/clergy_touch_edited.mp4,portal,clergy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3543.3612304999997,3562.861130100001,None, ritual,"['r', 'i', 't', 'u', 'a', 'l', 'return']","[0.8447181999999884, 0.9648582999998325, 1.1086694999994506, 1.260475299999598, 1.3730959999993502, 1.5405556000005163, 1.9732208999994327]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,coerce,falter,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/tandem_touch_edited.mp4,origin,tandem,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565.8651836,3585.365383900001,None, falter,"['f', 'a', 't', 'e', 'r', 'return']","[0.6759428000004846, 0.8120290999995632, 1.228154500000528, 1.36401719999958, 1.4840662999995402, 1.8440069000007497]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,deduct,hippie,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/hearth_TT_3X.mp4,herbal,hearth,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3588.269615,3594.7768625,None, hippie,"['h', 'i', 'p', 'p', 'i', 'e', 'return']","[0.6261128000005556, 0.753742400000192, 1.2338377000014589, 1.4016363999999157, 1.5539712000008876, 1.6822893000007753, 2.0096843000010267]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,brazen,piston,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/caviar_touch_edited.mp4,shrill,caviar,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3597.8142724,3617.3140329999997,None, piston,"['p', 'i', 's', 't', 'o', 'n']","[0.5594440000004397, 0.727320600000894, 0.8877916000001278, 1.087788000000728, 1.2077659000005951, 1.3513394000001426]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,convoy,plasma,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/jailer_touch_edited.mp4,nettle,jailer,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3620.3015454000006,3639.8017842,None, plasma,"['p', 'l', 'a', 's', 'm', 'a', 'return']","[0.6087528999996721, 0.7286908000005496, 0.9053142000011576, 1.0898279000011826, 1.2488064000008308, 1.6487420000012207, 1.9289253999995708]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,satire,cortex,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/induce_touch_edited.mp4,mussel,induce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3642.7720390000004,3662.272957100001,None, cortex,"['c', 'o', 't', 'e', 'x']","[0.8100835000004736, 0.9233576000005996, 1.666648600001281, 1.9779668000010133, 2.426116100001309]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,parole,solemn,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/befall_TT_3X.mp4,ration,befall,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666.0923348000006,3672.600370700001,None, solemn,"['s', 'l', 'e', 'm', 'n', 'return']","[0.5942880000002333, 0.9545546000008471, 1.1142524000006233, 1.282426800000394, 1.826332700000421, 2.1621575000008306]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,fodder,devise,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/mangle_touch_edited.mp4,warble,mangle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3675.8038793000005,3695.3036495999995,None, devise,"['d', 'e', 'v', 'i', 's', 'e', 'return']","[0.6341517000000749, 0.8259847000008449, 1.1616533000014897, 1.250096100000519, 1.4175694000005024, 1.6100399000006291, 1.825735900001746]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,novice,parcel,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/primal_TT_3X.mp4,entail,primal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3718.3795891,3724.887787300001,None, parcel,"['p', 'a', 'r', 'c', 'e', 'l', 'return']","[0.9717920000002778, 1.0835050999994564, 1.2434555999989243, 1.795360599999185, 2.156247799999619, 2.3398465999998734, 2.7313735999996425]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,impose,belfry,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/girdle_touch_edited.mp4,linear,girdle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3728.656424400001,3748.1575107,None, belfry,"['b', 'e', 'l', 'f', 'r', 'y', 'return']","[0.9488759000014397, 1.1807069000005868, 1.7574498000012682, 2.060750700000426, 2.493206500001179, 2.589506899999833, 2.9971700000005512]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,plight,ascend,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/metric_TT_3X.mp4,eatery,metric,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752.1945091999996,3758.7018476999992,None, ascend,"['a', 's', 'c', 'e', 'n', 'd', 'return']","[0.9158886999994138, 1.1400589000004402, 1.3399907000002713, 1.4593784000007872, 1.6039813000006689, 1.7633009000001039, 2.0915629000010085]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,quarry,covert,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/patent_TT_3X.mp4,defame,patent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3761.8220759999995,3768.3301230000006,None, covert,"['c', 'o', 'v', 'e', 'r', 't', 'return']","[0.8413478999991639, 0.9687520999996195, 1.121060999999827, 1.2649461000000883, 1.4005787999994936, 1.5770465999994485, 1.7211232999998174]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,savant,cervix,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/cobble_touch_edited.mp4,export,cobble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3771.083639200001,3790.5841477999993,None, cervix,"['c', 'e', 'r', 'v', 'i', 'x', 'return']","[0.5070675999995728, 0.674665599999571, 0.842285599999741, 1.0825560000012047, 1.2023303000005399, 1.498177299999952, 1.882640600000741]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,critic,obsess,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/zephyr_TT_3X.mp4,fusion,zephyr,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3793.504355,3800.0123324999995,None, obsess,"['o', 'b', 's', 'e', 's', 's', 'return']","[0.41098950000014156, 0.6505923000004259, 1.0585928000000422, 1.3144193000007363, 1.5383612999994511, 1.698324799999682, 1.9783163000010973]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,binder,forage,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/campus_touch_edited.mp4,allure,campus,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3803.0158578,3822.515576500001,None, forage,"['f', 'o', 'r', 'a', 'g', 'e', 'return']","[0.9013412999993307, 1.0222256999986712, 1.2062490999996953, 1.3738645999983419, 1.5417742999998154, 1.6613245999997162, 1.8853698999992048]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,upkeep,kipper,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/meddle_touch_edited.mp4,divert,meddle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825.4528997000007,3844.9529754000005,None, kipper,"['k', 'i', 'p', 'p', 'e', 'r', 'return']","[0.8213078999997379, 0.9974075999998604, 1.3011690999992425, 1.4695574999987002, 1.6135873000002903, 1.7812924999998359, 1.9817308000001503]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,goblet,botany,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/trench_touch_edited.mp4,ethnic,trench,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847.9740661000005,3867.4901665999996,None, botany,"['b', 'o', 't', 'a', 'n', 'y', 'return']","[0.5080075000005309, 1.292294500000935, 1.5557998000003863, 1.771875700000237, 2.4444767000004504, 2.660696500000995, 3.0444157000001724]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,manure,picket,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/parish_touch_edited.mp4,gullet,parish,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3871.5604383,3891.0606393000007,None, picket,"['p', 'i', 'c', 'k', 'e', 't', 'return']","[0.9732428999996046, 1.1170406999990519, 1.2847994999992807, 1.43703479999931, 1.564647100000002, 1.7329066999991483, 1.9732093999991775]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,mirage,malady,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/shrewd_TT_3X.mp4,revoke,shrewd,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3904.6250616999996,3911.1327133999994,None, malady,"['m', 'a', 'l', 'a', 'd', 'return']","[0.93831339999997, 1.0978607999986707, 1.3056839999990189, 1.4816952999990463, 1.7456802999986394, 2.433901099999275]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
