pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracBkgdKeys.rt,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1bkdgKeys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,bkgdKeys4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,cervix,cobble,19.5,20.5,video&audio/export_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,export,savant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, export,"['e', 'x', 'p', 'o', 'r', 't', 'return']","[0.3032497999993211, 0.447337300000072, 0.7032632999980706, 0.8076387000000977, 1.2233953999966616, 1.4152065999987826, 1.5753785999986576]",,,,,,,,,,,,,,,,,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,subtle,fungal,19.5,20.5,video&audio/mucous_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,mucous,musket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, mucous,"['m', 'u', 'c', 'o', 'u', 's', 'return']","[0.37491030000091996, 0.4308229999987816, 0.7670471999990696, 1.078970599999593, 1.1831480000000738, 1.8148206000005302, 2.2069856000016443]",,,,,,,,,,,,,,,,,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,neural,septic,6.5,7.5,video&audio/innate_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,ordain,potent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ordain,"['o', 'r', 'd', 'a', 'i', 'n', 'return']","[0.43622940000204835, 0.5158329000005324, 0.8357928000004904, 0.9397434000020439, 1.1478074000006018, 1.3005434000006062, 1.5961204000013822]",,,,,,,,,,,,,,,,,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,falter,tandem,19.5,20.5,video&audio/origin_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,origin,coerce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, origin,"['o', 'r', 'i', 'g', 'i', 'n', 'return']","[0.3608171999985643, 0.48854260000007343, 0.6324437000002945, 0.9364892000012333, 0.9923841999989236, 1.1605992000004335, 1.424766100000852]",,,,,,,,,,,,,,,,,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[11.343763700002455],,,,,,,,,,,,,,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2'],[136.6776800000007],,,,,,,,,,,,,,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2'],[80.51913799999966],,,,,,,,,,,,,,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing the same word you will need to type at various speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone typing different words to what you must type at various speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/afford_touch_edited.mp4,video&audio/amount_touch_edited.mp4,matrix,hinder,6.5,7.5,video&audio/breach_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,breach,vanity,1 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3559.8497792999988,3566.366680700001,None, butter,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.43581579999954556, 0.46791099999973085, 0.7476166999986162, 0.9313923000008799, 1.1233686000014131, 1.2434738999982073, 1.4273819000009098]",3616.8426588,3623.360362399999,None, hinder,"['h', 'i', 'n', 'd', 'e', 'r', 'return']","[0.49044880000292324, 0.5381553000006534, 0.7781642000009015, 1.0183856000003289, 1.1780309000023408, 1.3304101000030641, 1.4420391000021482]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,cervix,cobble,19.5,20.5,video&audio/export_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,export,savant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625.8421925000002,3645.357579299998,None, cobble,"['c', 'o', 'b', 'b', 'l', 'e', 'return']","[0.44275329999800306, 0.5708266999972693, 0.8428063999999722, 1.0026292000002286, 1.1547931999994034, 1.3146114999981364, 1.4752745000005234]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,confer,innate,6.5,7.5,video&audio/tamper_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,tamper,sonnet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647.860237099998,3654.377783600001,None, innate,"['i', 'n', 'n', 'a', 't', 'e', 'return']","[0.47801519999848097, 0.7743954999968992, 0.878448199997365, 1.0460707999991428, 1.1897081999995862, 1.389832099997875, 1.517827399999078]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,subtle,fungal,19.5,20.5,video&audio/mucous_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,mucous,musket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656.9426986,3676.458297000001,None, fungal,"['f', 'u', 'n', 'g', 'a', 'l', 'return']","[0.48280940000040573, 0.5872372999983781, 0.7948684000002686, 1.066890300000523, 1.186816599998565, 1.3548465999992914, 1.6027682999992976]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,subdue,feudal,19.5,20.5,video&audio/matron_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,matron,legion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3679.106796799999,3698.6257568,None, feudal,"['f', 'e', 'u', 'd', 'a', 'l', 'return']","[0.45820850000018254, 0.5862825000003795, 1.2023253999977896, 1.4263124999997672, 1.6108940999984043, 1.7703838999987056, 2.0821832999972685]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/butter_TT_3X.mp4,video&audio/amount_TT_3X.mp4,ascend,metric,6.5,7.5,video&audio/eatery_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,eatery,plight,2 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701.7500242999995,3708.2678449000014,None, metric,"['m', 'e', 't', 'r', 'i', 'x', 'backspace', 'c', 'return']","[0.47517840000000433, 0.6194233999995049, 0.8515191000005871, 1.0752735999994911, 1.1719033000008494, 1.3952329000021564, 1.8836556999995082, 2.0039018000024953, 2.108042600000772]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,belfry,girdle,19.5,20.5,video&audio/linear_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,linear,impose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3711.4154753000003,3730.9312489000004,None, girdle,"['g', 'i', 'r', 'd', 'l', 'e', 'return']","[0.3495656999984931, 0.501207199999044, 1.1092220999998972, 1.381947099998797, 1.501180100000056, 1.6453521999974328, 1.7731525999988662]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,devise,mangle,19.5,20.5,video&audio/warble_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,warble,fodder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3733.7462479999995,3753.2621252999998,None, mangle,"['m', 'a', 'n', 'g', 'l', 'e', 'return']","[0.4024282000027597, 0.5463985000023968, 0.7384454999992158, 0.9705027000018163, 1.3063991000017268, 1.4104589000016858, 1.5387235000016517]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,falter,tandem,19.5,20.5,video&audio/origin_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,origin,coerce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755.8270833999995,3775.343040699998,None, tandem,"['t', 'a', 'n', 'd', 'e', 'm', 'return']","[0.4432483999989927, 0.6192790999994031, 1.411403699999937, 1.6676093999994919, 1.8272832000002381, 2.0278948999985005, 2.235649400001421]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,debtor,output,19.5,20.5,video&audio/uphold_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,uphold,pursue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3778.616169500001,3798.1318281999993,None, output,"['o', 'u', 't', 'p', 'u', 't', 'return']","[0.38792860000103246, 0.4682858000014676, 0.6280733999992663, 0.8679104000002553, 1.0838140999985626, 1.3318519999993441, 1.4759521000014502]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,picket,parish,19.5,20.5,video&audio/gullet_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,gullet,manure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3823.7994734999993,3843.314486299998,None, parish,"['p', 'a', 'r', 'i', 's', 'h', 'return']","[0.4279203000005509, 0.556390999998257, 0.8366963000007672, 1.0120371999983035, 1.1959102000000712, 1.3318876999983331, 1.5719113999984984]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,cortex,induce,19.5,20.5,video&audio/mussel_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,mussel,satire,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3845.9212276,3865.4368644999995,None, induce,"['i', 'n', 'd', 'u', 'c', 'e', 'return']","[0.33257319999756874, 0.48439850000067963, 0.6528302000006079, 0.804458099999465, 1.0763430999977572, 1.1727623999977368, 1.3403896999989229]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,piston,caviar,19.5,20.5,video&audio/shrill_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,shrill,brazen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3867.8142573000005,3887.3326825000004,None, caviar,"['c', 'a', 'v', 'i', 'a', 'r', 'return']","[0.3266667999996571, 0.44701119999808725, 0.6469107999982953, 0.9507524999971793, 1.1109483000000182, 1.3028460999994422, 1.574646599998232]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,neural,septic,6.5,7.5,video&audio/innate_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,ordain,potent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3889.9367862,3896.4537697999986,None, septic,"['s', 'e', 'p', 't', 'i', 'c', 'return']","[0.4680439999974624, 0.7397146999974211, 0.8996613999988767, 1.4276984999996785, 1.7956966999990982, 1.9716872999997577, 2.1320357999975386]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,obsess,zephyr,6.5,7.5,video&audio/fusion_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,fusion,critic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3899.623634200001,3906.1405736999986,None, zephyr,"['z', 'e', 'p', 'h', 'y', 'r', 'return']","[0.27654660000189324, 0.4363498000020627, 0.6204557999990357, 0.9245549000006577, 1.7721338000010292, 1.9161597000020265, 2.084165000000212]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,virile,joiner,6.5,7.5,video&audio/apathy_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,apathy,revolt,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909.269034500001,3915.7850335000003,None, joiner,"['j', 'o', 'i', 'n', 'e', 'r', 'return']","[0.37495360000320943, 0.4788008000032278, 0.6711063000002468, 0.8952632000000449, 1.031040000001667, 1.24720410000009, 1.3513760000023467]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,malady,shrewd,6.5,7.5,video&audio/revoke_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,revoke,mirage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918.1630646999984,3924.680128699998,None, shrewd,"['s', 'h', 'r', 'e', 'w', 'd', 'return']","[0.5758779999996477, 0.6878883999997925, 0.9839965999999549, 1.120340599998599, 1.480037599998468, 1.768037199999526, 1.9845120999998471]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,jackal,hamlet,6.5,7.5,video&audio/shroud_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,shroud,sherry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3927.7034835000013,3934.2211484,None, hamlet,"['h', 'a', 'm', 'l', 'e', 't', 'return']","[0.29936810000072, 0.3794663999979093, 0.6195131999993464, 0.8350590000009106, 0.9472549999991315, 1.2357211999988067, 1.3398099999976694]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,solemn,befall,6.5,7.5,video&audio/ration_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,ration,parole,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936.5979365999992,3943.1164183,None, befall,"['b', 'e', 'f', 'a', 'l', 'l', 'return']","[0.43598410000049626, 0.5318158999980369, 0.8198088999997708, 0.9320695999995223, 1.187717500000872, 1.3397029999978258, 1.5477678999995987]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,frugal,oppose,6.5,7.5,video&audio/ghetto_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,ghetto,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3945.7013434,3952.218375299999,None, oppose,"['o', 'p', 'p', 'o', 's', 'e', 'return']","[0.2700081000002683, 0.43777010000121663, 0.6219887000006565, 0.805872900000395, 1.0460644000013417, 1.182145099999616, 1.397764900000766]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,botany,trench,19.5,20.5,video&audio/ethnic_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,ethnic,goblet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3959.866260999999,3979.3824664999993,None, trench,"['t', 'r', 'e', 'n', 'c', 'h', 'return']","[0.4668342999975721, 0.730578599999717, 0.8508641999978863, 1.1629943999978423, 1.3627479999995558, 1.4506374999982654, 1.754613299999619]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,parcel,primal,6.5,7.5,video&audio/entail_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,entail,novice,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3982.176227699998,3988.6939015999997,None, primal,"['p', 'r', 'i', 'm', 'a', 'semicolon', 'backspace', 'l', 'return']","[0.3231175000000803, 0.5710786999989068, 0.7468406000007235, 0.970828999998048, 1.091292799999792, 1.2591795999978785, 1.7148737999996229, 1.987220899998647, 2.1070322999985365]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,kipper,meddle,19.5,20.5,video&audio/divert_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,divert,upkeep,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3991.8423872999992,4011.3574305,None, meddle,"['m', 'd', 'backspace', 'e', 'd', 'd', 'l', 'e', 'return']","[0.3068803999994998, 0.40244800000073155, 1.2187952999993286, 1.3785710000011022, 1.554702699999325, 1.7467027000020607, 1.9385318999993615, 2.170606300001964, 2.6425311000020884]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,hippie,hearth,6.5,7.5,video&audio/herbal_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,herbal,deduct,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015.048885,4021.5647432000005,None, hearth,"['h', 'e', 'a', 'r', 't', 'h', 'return']","[0.6522077000008721, 0.7637914000006276, 0.907739300000685, 1.1477344000013545, 1.4118764999984705, 1.491791500000545, 1.8601443000006839]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,plasma,jailer,19.5,20.5,video&audio/nettle_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,nettle,convoy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4024.4635444999985,4043.9785991999997,None, jailer,"['j', 'a', 'i', 'l', 'e', 'r', 'return']","[0.39662759999919217, 0.5327765000001818, 0.7006169999986014, 0.8765970999993442, 1.020565599999827, 1.2045467999996617, 1.2767026000001351]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,tariff,delude,6.5,7.5,video&audio/galley_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,galley,strife,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4046.2939005000007,4052.8127494,None, delude,"['d', 'e', 'l', 'u', 'd', 's', 'e', 'return']","[0.42042100000253413, 0.5726032000020496, 0.8289258000004338, 1.100975200002722, 1.3004451000015251, 1.3090918000016245, 1.5244592000017292, 1.8845895000013115]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
