pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracBkgdKeys.rt,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1bkdgKeys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,oblige,mystic,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/infirm_TT_3X.mp4,pulpit,infirm,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, pulpit,"['p', 'u', 'l', 'p', 'i', 't', 'return']","[0.5527723000013793, 0.8322475000022678, 1.1127320000014151, 1.376162700002169, 1.63225230000171, 1.8800927000011143, 2.208356700000877]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,cobble,export,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/savant_touch_edited.mp4,cervix,savant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, cervix,"['e', 'r', 'v', 'i', 'x', 'return']","[0.6204338999996253, 0.7882669999999052, 1.116142700000637, 1.4760571000006166, 1.6442189999979746, 2.620128599999589]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,jailer,nettle,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/convoy_touch_edited.mp4,plasma,convoy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, plasma,"['p', 'l', 'a', 's', 'm', 'a', 'return']","[0.7892124999998487, 1.0047319999976025, 1.1967922000003455, 1.4451184999998077, 1.644926699998905, 1.8052492999995593, 2.204792099997576]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,delude,galley,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/strife_TT_3X.mp4,tariff,strife,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, tariff,"['t', 'a', 'r', 'i', 'f', 'f', 'return']","[1.0023202000011224, 1.0987161000011838, 1.2662673000013456, 1.7145482999985688, 1.9310076000001573, 2.0744239000014204, 2.9142529999990074]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,induce,mussel,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/satire_touch_edited.mp4,cortex,satire,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, cortex,"['c', 'o', 'r', 't', 'e', 'x', 'return']","[0.519392300000618, 0.647371099999873, 0.8636446000018623, 1.0879186999991362, 1.2153910000015458, 1.5603663000001688, 2.0713892999992822]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,hearth,herbal,19.5,20.5,video&audio/sentence3_TT_3X.mp4,video&audio/deduct_touch_edited.mp4,hippie,deduct,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,"['h', 'h']", hippie,"['h', 'i', 'p', 'p', 'i', 'e', 'return']","[0.8150459999997111, 1.1192312999992282, 1.5107368999997561, 1.6390185999989626, 1.887727499997709, 2.0229913000002853, 2.7907261999971524]","[7.782966999999189, 16.535193800002162]",,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,zephyr,fusion,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/critic_TT_3X.mp4,obsess,critic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, obsess,"['o', 'b', 's', 'e', 's', 's', 'return']","[1.634341699998913, 2.3541112000020803, 2.498430499999813, 2.706382600001234, 2.9630671000013535, 3.10668490000171, 3.2826561000001675]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,shrewd,revoke,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/mirage_TT_3X.mp4,malady,mirage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, malady,"['m', 'a', 'l', 'd', 'a', 'backspace', 'backspace', 'a', 'd', 'y', 'return']","[0.6438533000000461, 0.7472699000027205, 1.1871783000024152, 1.3074398000026122, 1.427324000000226, 2.323315800000273, 2.739670200000546, 3.2914887000006274, 3.73931950000042, 3.9238259000012476, 4.2832152000009955]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,parish,gullet,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/manure_touch_edited.mp4,picket,manure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, picket,"['p', 'i', 'c', 'k', 'e', 't', 'return']","[0.8500927000022784, 1.088905299999169, 1.4331356000002415, 1.5932338000020536, 1.7451194000022952, 2.000799699999334, 2.8088573000022734]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,clergy,portal,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/murmur_touch_edited.mp4,ritual,murmur,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ritual,"['r', 'i', 't', 'u', 'a', 'l', 'return']","[1.0298996999990777, 1.1738355999987107, 1.5257920999974885, 1.7813974999990023, 1.8936455000002752, 2.4291926999976567, 3.0376805999985663]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,oppose,ghetto,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/jargon_TT_3X.mp4,frugal,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, frugal,"['f', 'r', 'u', 'g', 'a', 'l', 'return']","[0.46967120000044815, 0.5253857000025164, 0.7413693000016792, 1.0054354000021704, 1.1572383000020636, 1.4693532000019331, 1.8132419000030495]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,joiner,apathy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/revolt_TT_3X.mp4,virile,revolt,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, virile,"['v', 'i', 'r', 'i', 'l', 'e', 'pound', 'backspace', 'return']","[1.0495957999992243, 1.1775904999994964, 1.4260859999994864, 1.570499800000107, 1.7939358999974502, 2.0176078000004054, 2.425788199998351, 3.274013999998715, 3.4815904999995837]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,metric,eatery,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/plight_TT_3X.mp4,ascend,plight,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ascend,"['a', 's', 'c', 'e', 'n', 'd', 'return']","[0.5933208000024024, 0.7775887999996485, 1.0417091000017535, 1.6098895000031916, 2.2898515000015323, 2.842084400002932, 3.1141583999997238]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,trench,ethnic,6.5,7.5,video&audio/Sentence4_touch_edited.mp4,video&audio/goblet_TT_3X.mp4,botany,goblet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, botany,"['b', 'o', 't', 'a', 'n', 'y', 'return']","[0.8539101999995182, 1.1657288000023982, 1.4858749000013631, 1.5896068000001833, 1.8856556999999157, 2.10161270000026, 2.4623877000012726]",,,,,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[5.881132400001661],,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[6.161429900002986],,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[5.535803800001304],,,,,,,,,,,,,,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,feudal,matron,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/legion_touch_edited.mp4,subdue,legion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2939.9857123,2946.4963828,None, butter,"['b', 'u', 't', 't', 'e', 'r', 'return']","[1.029123600001185, 1.2860875000005763, 1.757137500000681, 1.8933027000020957, 2.1254300000000512, 2.261144600000989, 2.893297300000995]",2997.2911729000007,3016.802059999998,None, matron,"['m', 'a', 't', 'r', 'o', 'n', 'return']","[1.108091099999001, 1.2600139999995008, 1.6357006999969599, 1.8437123999974574, 2.1876003999968816, 2.4355790999979945, 3.2676258999999845]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,mangle,warble,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/fodder_touch_edited.mp4,devise,fodder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3021.114666999998,3040.6281449999988,None, warble,"['w', 'a', 'r', 'b', 'l', 'e', 'return']","[1.2293797000020277, 1.3562323000005563, 2.2764380000007804, 2.6123039000012795, 3.0763604000021587, 3.2366522000011173, 3.8122436000012385]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,hamlet,shroud,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/sherry_TT_3X.mp4,jackal,sherry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3045.4838782000006,3051.9911508000005,None, shroud,"['s', 'h', 'r', 'o', 'u', 'd', 'return']","[1.1225711000006413, 1.2667577000029269, 2.098381400002836, 2.2746321000013268, 2.6903740000016114, 2.8504867000010563, 3.274702900002012]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,befall,ration,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/parole_TT_3X.mp4,solemn,parole,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3056.303445999998,3062.8170618999975,None, ration,"['r', 'a', 't', 'o', 'n', 'return']","[0.9517823999995016, 1.0478186000000278, 1.2150905000016792, 1.8473143000010168, 2.047490100001596, 2.6551991000014823]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,caviar,shrill,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/brazen_touch_edited.mp4,piston,brazen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3066.5298368999975,3086.042780399999,None, shrill,"['s', 'h', 'r', 'i', 'l', 'l', 'return']","[0.9062025999992329, 1.0735353999989456, 1.305520100002468, 1.5371105000012903, 2.113591400000587, 2.2814830999996047, 2.9447347000023]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,primal,entail,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/novice_TT_3X.mp4,parcel,novice,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090.0417079,3096.5585721999996,None, entail,"['e', 'n', 't', 'a', 'i', 'l', 'return']","[0.8956164999981411, 1.056406399999105, 1.3286717000009958, 1.4636915999981284, 1.703502299998945, 1.9763273999997182, 2.376516399999673]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,hearth,herbal,19.5,20.5,video&audio/sentence3_TT_3X.mp4,video&audio/deduct_touch_edited.mp4,hippie,deduct,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3099.961028499998,3119.4711212,None, herbal,"['h', 'e', 'r', 'b', 'a', 'l', 'return']","[0.7371529000010923, 0.8410278000010294, 1.001592000000528, 1.2015428000013344, 1.3692638000029547, 1.6178170000021055, 1.9531268999999156]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,parish,gullet,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/manure_touch_edited.mp4,picket,manure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122.482129199998,3142.001159399999,None, gullet,"['g', 'u', 'l', 'l', 'e', 't', 'return']","[0.9680861999986519, 1.1840997999970568, 1.9206074999965494, 2.0560620999967796, 2.4647026999991795, 2.616140099999029, 3.1520096999993257]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,campus,allure,6.5,7.5,video&audio/Sentence6_touch_edited.mp4,video&audio/binder_TT_3X.mp4,forage,binder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3146.197769300001,3152.7177239999983,None, allure,"['a', 'l', 'l', 'u', 'r', 'e', 'return']","[0.8135107999987667, 1.1658217999975022, 1.2935670999977447, 1.5504098999990674, 1.7269113000002108, 1.8296377000006032, 2.8791173999998136]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,metric,eatery,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/plight_TT_3X.mp4,ascend,plight,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156.6268181999985,3163.1532921,None, eatery,"['e', 'a', 't', 'e', 'r', 'y', 'return']","[0.9048829999992449, 1.009943099998054, 1.2258785999983957, 1.7042989000001398, 1.8243191999972623, 2.2651975999979186, 2.6727761999973154]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,patent,defame,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/quarry_TT_3X.mp4,covert,quarry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3228.775690999999,3235.2917345999995,None, defame,"['d', 'e', 'f', 'r', 'backspace', 'a', 'm', 'e', 'return']","[1.0735058999998728, 1.1540410999987216, 1.4572637999990548, 1.5457401999992726, 2.4972420999984024, 3.385232000000542, 3.657782700000098, 3.7695996000002197, 4.193650599998364]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,output,uphold,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/pursue_touch_edited.mp4,debtor,pursue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240.5060589999994,3260.0134089999992,None, uphold,"['u', 'p', 'h', 'o', 'l', 'd', 'return']","[1.23086289999992, 1.61490860000049, 1.9188929999982065, 2.230765500000416, 2.415810700000293, 2.559292199999618, 3.886824199998955]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,oppose,ghetto,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/jargon_TT_3X.mp4,frugal,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3264.9540788999984,3271.462399,None, ghetto,"['h', 'backspace', 'g', 'h', 'r', 'backspace', 'e', 't', 't', 'o', 'return']","[0.9214166999990994, 1.5615921999997227, 1.7700083999989147, 1.9778676999994786, 2.1215102999994997, 2.873509199998807, 2.953864399998565, 3.345358700000361, 3.497447000001557, 3.6183864999984507, 4.249227399999654]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,zephyr,fusion,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/critic_TT_3X.mp4,obsess,critic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3276.7701030999997,3283.2954286999993,None, fusion,"['f', 'u', 's', 'i', 'o', 'n', 'return']","[1.3146526999989874, 1.6741742999984126, 1.8026262999992468, 1.9624827000006917, 2.122178099998564, 2.2903708000012557, 2.8030914000009943]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,meddle,divert,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/upkeep_touch_edited.mp4,kipper,upkeep,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3287.124239599998,3306.6325564,None, divert,"['d', 'i', 'v', 'e', 'r', 't', 'return']","[1.0164292000008572, 1.168283099999826, 1.4561570000005304, 1.6001914000007673, 1.8084186000014597, 2.080610600001819, 2.2640133000022615]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
,None,None,None,None,None,None,None,None,None,None,clergy,portal,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/murmur_touch_edited.mp4,ritual,murmur,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3309.9483470999985,3329.4537390000005,None, portal,"['p', 'o', 'r', 't', 'a', 'l', 'return']","[0.7667695999989519, 0.9587810999983049, 1.2780112000000372, 1.4308365999968373, 1.5902287999997498, 1.9099550999999337, 2.334831000000122]",,,,,,,,,,13,001,H,2023_Feb_08_1444,student_TT_local,2021.1.4,60.14925435970452,
