pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,baseBkgdKeys.rt,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,plight,metric,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/eatery_touch_edited.mp4,ascend,eatery,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,1,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, eatery,"['e', 'a', 't', 'e', 'r', 'y', 'return']","[0.451105099869892, 0.6590992999263108, 1.1640200999099761, 1.275090399896726, 1.3874328997917473, 2.0349852999206632, 2.171805099816993]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,savant,induce,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/mussel_TT_3X.mp4,cortex,mussel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,21,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, mussel,"['m', 'u', 'd', 'backspace', 's', 's', 'e', 'l', 'return']","[0.39992620004341006, 0.6637548999860883, 0.8719512999523431, 1.3758727998938411, 1.647615300025791, 1.8161452000495046, 2.0555851000826806, 2.2317234000656754, 2.5038415000308305]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,murmur,cobble,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/export_TT_3X.mp4,cervix,export,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,19,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, export,"['e', 'x', 'p', 'o', 'r', 't', 'return']","[0.36092690005898476, 0.6885643000714481, 1.1529987000394613, 1.3368037000764161, 1.6329266000539064, 1.7454614001326263, 2.1128269999753684]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,deduct,jailer,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/nettle_TT_3X.mp4,plasma,nettle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,16,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, nettle,"['n', 'e', 't', 't', 'l', 'e', 'return']","[0.5644606000278145, 0.692607699893415, 1.0531232000794262, 1.1964775000233203, 1.3327055000700057, 1.476469999877736, 1.7087634999770671]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,musket,meddle,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/divert_TT_3X.mp4,kipper,divert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,25,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, divert,"['d', 'i', 'v', 'e', 'r', 't', 'return']","[0.5366335001308471, 0.7365223001688719, 0.9278343000914901, 1.143928200006485, 1.2158373000565916, 1.4562201001681387, 1.6480954000726342]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,brazen,fungal,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/mucous_TT_3X.mp4,subtle,mucous,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,22,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, mucous,"['m', 'u', 'c', 'o', 'u', 's', 'return']","[0.5723079000599682, 0.9174420000053942, 1.2366400000173599, 1.4530609000939876, 1.565340100089088, 1.9092478000093251, 2.1487790001556277]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,sonnet,hearth,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/herbal_touch_edited.mp4,hippie,herbal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,14,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, herbal,"['h', 'e', 'r', 'b', 'a', 'l', 'return']","[0.5386845001485199, 0.6828065000008792, 0.7305431000422686, 0.9226014001760632, 1.066706000128761, 1.330918300198391, 1.7387805001344532]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,critic,binder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/tamper_touch_edited.mp4,confer,tamper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,12,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, tamper,"['t', 'a', 'm', 'p', 'e', 'r', 'return']","[0.5755243999883533, 0.7191195001360029, 0.8789703000802547, 1.087393900146708, 1.2155289000365883, 1.2960275001823902, 1.727265000110492]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,revolt,joiner,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/apathy_touch_edited.mp4,virile,apathy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,5,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, apathy,"['a', 'p', 'a', 't', 'h', 'y', 'return']","[0.5368738998658955, 0.6881069999653846, 0.7605228999163955, 1.0094781999941915, 1.1042305999435484, 1.2404092999640852, 1.6805465000215918]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,goblet,befall,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ration_touch_edited.mp4,solemn,ration,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,8,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, ration,"['r', 'a', 't', 'i', 'o', 'n', 'return']","[0.7512076001148671, 0.855057300068438, 1.0713065001182258, 1.2320345002226532, 1.3433126001618803, 1.4711617000866681, 1.9512528001796454]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,upkeep,parish,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/gullet_TT_3X.mp4,picket,gullet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,28,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, gullet,"['g', 'u', 'l', 'l', 'e', 'return']","[0.4278886001557112, 0.5318183000199497, 0.860613000113517, 0.963699399959296, 1.1960521000437438, 1.523801299976185]",,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[4.589604300213978],5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2'],[5.69209840008989],5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['5'],[5.851244800025597],5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
