pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,baseBkgdKeys.rt,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,parole,hamlet,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/shroud_touch_edited.mp4,jackal,shroud,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, jackel,"['j', 'a', 'c', 'k', 'e', 'l', 'return']","[0.472800699993968, 0.6411604001186788, 0.9539320000912994, 1.1374798000324517, 1.3532062000595033, 1.6888298001140356, 2.0015601001214236]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,fodder,trench,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/ethnic_TT_3X.mp4,botany,ethnic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, botsny,"['b', 'o', 't', 's', 'n', 'y', 'return']","[0.6816787999123335, 0.7938299998641014, 0.9378934998530895, 1.8106443998403847, 1.986467899987474, 2.257885199971497, 2.562197499908507]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,sonnet,hearth,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/herbal_touch_edited.mp4,hippie,herbal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, hippie,"['h', 'i', 'p', 'p', 'o', 'e', 'backspace', 'backspace', 'i', 'e', 'return']","[0.48620190005749464, 0.6547890999354422, 0.9024777000304312, 1.0227198000065982, 1.2862794001121074, 1.5752574000507593, 2.086369799915701, 2.20702450000681, 2.647203000029549, 2.7596197999082506, 2.9023661999963224]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,goblet,befall,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ration_touch_edited.mp4,solemn,ration,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, solemn,"['s', 'o', 'l', 'e', 'm', 'n', 'return']","[0.5272579998709261, 0.7033853000029922, 0.9342569999862462, 1.8389812998939306, 1.9982936000451446, 2.1822315000463277, 2.4706115999724716]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,revolt,joiner,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/apathy_touch_edited.mp4,virile,apathy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, virile,"['v', 'i', 'r', 'i', 'l', 'e', 'return']","[0.8006015999708325, 0.96781269996427, 1.1198412999510765, 1.216282800072804, 1.4238638000097126, 1.5520798000507057, 1.9354763000737876]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,murmur,cobble,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/export_TT_3X.mp4,cervix,export,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, cervix,"['c', 'e', 'r', 'v', 'i', 'x', 'return']","[0.6420247999485582, 0.8266213999595493, 0.8668494999874383, 1.2103392998687923, 1.514128099894151, 1.6184324999339879, 2.002897899830714]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,oppose,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ghetto_touch_edited.mp4,frugal,ghetto,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, frugal,"['f', 'r', 'u', 'a', 'l', 'return']","[0.7997149000875652, 0.9264633001293987, 1.2387155001051724, 1.5667004000861198, 1.7347673000767827, 2.1264535000082105]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,novice,primal,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/entail_touch_edited.mp4,parcel,entail,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, parcel,"['p', 'a', 'r', 'c', 'e', 'l', 'return']","[0.5172223998233676, 0.6773418998345733, 1.045606100000441, 1.317232099827379, 1.477774899918586, 1.588968399912119, 1.9651780999265611]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,plight,metric,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/eatery_touch_edited.mp4,ascend,eatery,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, ascend,"['a', 's', 'c', 'e', 'n', 'd', 'return']","[0.8456866000778973, 0.9413982999976724, 1.2868021000176668, 1.405835899990052, 1.74147820007056, 1.8459847001358867, 2.149784700013697]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,musket,meddle,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/divert_TT_3X.mp4,kipper,divert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, kipper,"['k', 'i', 'p', 'p', 'e', 'r', 'return']","[0.6446758999954909, 0.8364075000863522, 1.6840680001769215, 1.812540000071749, 1.972924100002274, 2.052193700103089, 2.2766341001261026]",,,,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[3.922264799941331],,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2'],[6.071070899954066],,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[6.10570970014669],,,,,,,,,,,,,,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,novice,primal,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/entail_touch_edited.mp4,parcel,entail,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2887.700678499881,2894.21063779993,None, butter,"['b', 'u', 'u', 't', 'backspace', 'backspace', 't', 't', 'e', 'r', 'return']","[0.7812191999983042, 0.9739659000188112, 1.1332149000372738, 1.2453447999432683, 2.0696574999019504, 2.189545099856332, 2.2933952999301255, 2.445141499862075, 2.549464999930933, 2.6130695999599993, 2.9022508999332786]",2950.684730199864,2970.2045869999565,None, primal,"['p', 'r', 'i', 'm', 'a', 'l', 'return']","[0.7613995999563485, 0.89008569996804, 1.0655976999551058, 1.2574128000997007, 1.450020199874416, 1.5942929999437183, 1.9295729999430478]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,quarry,septic,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/innate_touch_edited.mp4,neural,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2973.1749958000146,2992.674491300015,None, septic,"['s', 'e', 'p', 't', 'i', 'c', 'return']","[0.4202882000245154, 0.8043927999678999, 0.9163955999538302, 1.0921789000276476, 1.3323490999173373, 1.4609729000367224, 1.8041674999985844]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,murmur,cobble,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/export_TT_3X.mp4,cervix,export,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995.5299700999167,3002.047111199936,None, cobble,"['c', 'o', 'b', 'b', 'l', 'e', 'return']","[0.8111215000972152, 0.9947392998728901, 1.1951176999136806, 1.3067838998977095, 1.4511207998730242, 1.914539400022477, 2.643041499890387]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,mirage,shrewd,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/revoke_touch_edited.mp4,malady,revoke,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3005.721650399966,3025.2236043000594,None, shrewd,"['s', 'h', 'r', 'e', 'w', 'd', 'return']","[0.7051142998971045, 0.816346500068903, 1.0726952999830246, 1.1847427999600768, 1.2725672000087798, 1.552804599981755, 2.025345099857077]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,coerce,clergy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/portal_TT_3X.mp4,ritual,portal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3028.277683699969,3034.784308400005,None, clergy,"['s', 'h', 'c', 'backspace', 'backspace', 'backspace', 'c', 'l', 'e', 'r', 'g', 'y', 'return']","[0.38990349997766316, 0.5021182999480516, 1.301911799935624, 1.7345551000908017, 2.0140970998909324, 2.157674100017175, 2.453949199989438, 2.7342274999246, 3.2536836999934167, 3.3341256000567228, 3.6300027000252157, 3.7976734000258148, 4.101776900002733]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,brazen,fungal,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/mucous_TT_3X.mp4,subtle,mucous,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3039.941616700031,3046.45069149998,None, fungal,"['f', 'u', 'n', 'g', 'a', 'l', 'return']","[0.8165268001612276, 0.9616721000056714, 1.0570165000390261, 1.2328099999576807, 1.3616792999673635, 1.4887729999609292, 2.121080999961123]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,revolt,joiner,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/apathy_touch_edited.mp4,virile,apathy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3049.607198700076,3069.119752299972,None, joiner,"['j', 'p', 'i', 'backspace', 'backspace', 'o', 'i', 'n', 'e', 'r', 'return']","[0.701742600183934, 0.8682003000285476, 1.0763825001195073, 1.9321997000370175, 2.4926289999857545, 2.7964477001223713, 2.916513100033626, 3.0926737000700086, 3.22047120006755, 3.2842835001647472, 3.5730836000293493]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,fodder,trench,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/ethnic_TT_3X.mp4,botany,ethnic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3073.728090999881,3080.2441390999593,None, trench,"['t', 'r', 'e', 'n', 'c', 'h', 'bracketright', 'return']","[0.9782664000522345, 1.042925100075081, 1.5786226000636816, 1.7466575000435114, 2.2348446000833064, 2.3142057000659406, 2.7065872999373823, 2.7149020999204367]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,sonnet,hearth,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/herbal_touch_edited.mp4,hippie,herbal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083.97802020004,3103.485507099889,None, hearth,"['h', 'e', 'a', 'r', 't', 'h', 'return']","[0.7293639001436532, 0.8494168999604881, 1.0423014999832958, 1.2099140000063926, 1.481603099964559, 1.553382399957627, 2.3219059000257403]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,convoy,output,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/uphold_TT_3X.mp4,debtor,uphold,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3106.8556695999578,3113.380075099878,None, output,"['o', 'u', 't', 'p', 'u', 't', 'return']","[0.9861967999022454, 1.090556399896741, 1.3462045998312533, 1.5701402998529375, 1.8671899000182748, 2.042581900022924, 2.3227869998663664]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,savant,induce,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/mussel_TT_3X.mp4,cortex,mussel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3157.0587754999287,3163.5668259998783,None, induce,"['i', 'n', 'd', 'u', 'c', 'e', 'return']","[0.8017955999821424, 0.929739800048992, 1.282886599889025, 1.4901791999582201, 1.665860999841243, 1.7780245998874307, 2.017760199960321]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,deduct,jailer,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/nettle_TT_3X.mp4,plasma,nettle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3166.6197543998715,3173.1389029999264,None, jailer,"['j', 'a', 'i', 'l', 'e', 'e', 'r', 'backspace', 'backspace', 'r', 'return']","[0.5216496998909861, 0.6819541999138892, 0.9215114000253379, 1.1217041998170316, 1.2411318998783827, 1.4092520999256521, 1.4411982998717576, 2.06554719991982, 2.2011056998744607, 2.3213586998172104, 2.4096756000071764]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,plight,metric,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/eatery_touch_edited.mp4,ascend,eatery,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3176.5713394000195,3196.078119599959,None, metric,"['m', 'e', 't', 'r', 'i', 'c', 'return']","[0.5738164000213146, 0.8215187999885529, 0.9663472000975162, 1.3416862001176924, 1.5416549001820385, 1.6938853000756353, 2.0056280000135303]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,upkeep,parish,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/gullet_TT_3X.mp4,picket,gullet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199.1150442999788,3205.6275746000465,None, parish,"['p', 'a', 'r', 'i', 's', 'h', 'return']","[0.3870496000163257, 0.4989396999590099, 0.7558941999450326, 0.9870325000956655, 1.1473658999893814, 1.219473599921912, 1.6191658999305218]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,infirm,oblige,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/mystic_touch_edited.mp4,pulpit,mystic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3208.284412899986,3227.8084437998477,None, oblige,"['o', 'b', 'l', 'i', 'g', 'e', 'return']","[0.4900742000900209, 0.7380252999719232, 0.842038800008595, 1.0583373999688774, 1.2984319000970572, 1.4499623998999596, 1.7380413000937551]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,potent,tandem,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/origin_TT_3X.mp4,falter,origin,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230.5652550999075,3237.0776378999,None, tandem,"['t', 's', 'backspace', 'a', 'n', 'd', 'e', 'm', 'return']","[0.729651799891144, 0.8253705999813974, 1.969352399930358, 2.161397400079295, 2.2974553001113236, 2.5301757999695837, 2.6011956001166254, 2.929046700010076, 3.257183500099927]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,pursue,caviar,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/shrill_TT_3X.mp4,piston,shrill,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3241.3697365999687,3247.878407999873,None, caviar,"['c', 'a', 'v', 'i', 'a', 'r', 'return']","[0.9030961999669671, 0.9912819999735802, 1.2632943000644445, 1.3588407000061125, 1.4787455999758095, 1.6469739999156445, 1.8958858998958021]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,manure,girdle,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/linear_TT_3X.mp4,belfry,linear,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250.7998720000032,3257.312717099907,None, girdle,"['g', 'i', 'r', 'd', 'l', 'e', 'return']","[0.7854481001850218, 0.8886333000846207, 0.9537186999805272, 1.3609825000166893, 1.9536461001262069, 2.0405439999885857, 2.2575024000834674]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,sherry,zephyr,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/fusion_touch_edited.mp4,obsess,fusion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260.604581899941,3280.109171099961,None, zephyr,"['z', 'e', 'p', 'h', 'y', 'r', 'return']","[0.49359950004145503, 0.8375429001171142, 1.197239400120452, 1.3411683000158519, 1.4850247001741081, 2.0693453000858426, 2.3096155000384897]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
,None,None,None,None,None,None,None,None,None,None,critic,binder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/tamper_touch_edited.mp4,confer,tamper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3283.4518083999865,3302.960161499912,None, binder,"['b', 'o', 'backspace', 'i', 'n', 'd', 'e', 'r', 'return']","[0.9353086999617517, 1.0867656997870654, 2.007178499829024, 2.343412399990484, 2.4311886997893453, 2.863016299903393, 3.031087099807337, 3.1115596999879926, 3.3828969998285174]",,,,,,,,,,5,001,D,2023_Jan_30_1646,student_TT_local,2021.1.4,60.51587364164571,
