pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,girdle,linear,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/impose_touch_edited.mp4,belfry,impose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3544.5073363999836,3564.0220117999706,None,linear,"['p', 'i', 'e', 'r', 'a', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'l', 'i', 'n', 'e', 'a', 'r', 'return']","[0.9277774998918176, 1.175672399927862, 1.5519371998962015, 1.599722999962978, 1.8960108999162912, 2.8721188999479637, 3.983728999970481, 4.127864699927159, 4.223885899991728, 4.423727099900134, 4.575677199987695, 4.7117396999383345, 5.231679599964991, 5.496050299960189, 5.775748499901965, 5.9837780999951065, 6.143629799946211, 6.288091899943538, 6.687966199941002]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,patent,defame,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/quarry_TT_3X.mp4,covert,quarry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575.630730499979,3582.1457635000115,None, defame,"['d', 'e', 'f', 'a', 'm', 'e', 'return']","[0.9152003000490367, 1.1229441000614315, 1.2509973000269383, 1.4752155999885872, 1.5794044999638572, 1.7555460999719799, 2.0189206999493763]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,metric,eatery,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/plight_TT_3X.mp4,ascend,plight,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585.2091868999414,3591.7274441999616,None, eatery,"['e', 'a', 't', 'e', 'r', 'y', 'return']","[0.9907713000429794, 1.190967500093393, 1.3908951000776142, 1.5347738000564277, 1.6387940000277013, 2.6470157000003383, 3.1026639000047]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,campus,allure,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/binder_TT_3X.mp4,forage,binder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595.8762664999813,3602.39282259997,None, allure,"['a', 'l', 'l', 'u', 'r', 'e', 'return']","[0.7890965000260621, 0.9892000999534503, 1.124921099981293, 1.3968988000415266, 1.5249565000412986, 1.6449713000329211, 1.9009917000075802]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,delude,galley,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/strife_TT_3X.mp4,tariff,strife,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3605.3345939000137,3611.849809700041,None, gallery,"['g', 'a', 'l', 'l', 'e', 'r', 'y', 'return']","[1.1001296000322327, 1.2278307999949902, 1.587860699975863, 1.731942699989304, 2.3637898999731988, 2.4518113000085577, 2.7878506999695674, 3.164244099985808]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,jailer,nettle,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/convoy_touch_edited.mp4,plasma,convoy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3616.0403454999905,3635.5555074999575,None, nettle,"['n', 'e', 't', 't', 'l', 'e', 'return']","[0.8885626000119373, 1.104548400035128, 1.288535900064744, 1.4485452000517398, 1.7524985000491142, 1.8806434000143781, 2.096601100056432]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,primal,entail,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/novice_TT_3X.mp4,parcel,novice,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3638.684574999963,3645.2003939000424,None, entail,"['e', 'n', 't', 'a', 'i', 'l', 'return']","[0.8537033000029624, 1.0136066999984905, 1.1175420999061316, 1.317510599968955, 1.7656212999718264, 1.9734823999460787, 2.325465500005521]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,befall,ration,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/parole_TT_3X.mp4,solemn,parole,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3648.5582447999623,3655.07438669994,None, ration,"['r', 'a', 't', 'i', 'o', 'n', 'return']","[1.052634400082752, 1.2446013001026586, 1.4363917000591755, 1.5408638000953943, 1.756510200095363, 1.9804649000288919, 2.308628800092265]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,oppose,ghetto,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/jargon_TT_3X.mp4,frugal,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658.410660399939,3664.927438999992,None, ghetto,"['g', 'h', 'e', 't', 't', 'o', 'return']","[1.0941063999198377, 1.2860217000124976, 1.422378299990669, 1.5821525999344885, 1.7180137999821454, 2.0540214999346063, 2.5582066999049857]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,joiner,apathy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/revolt_TT_3X.mp4,virile,revolt,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3668.514842099976,3675.0303633000003,None, apathy,"['a', 'p', 'a', 't', 'h', 'y', 'return']","[0.9515372000169009, 1.207386099966243, 2.1353311999700963, 2.3835504999151453, 2.503381500020623, 2.695396399940364, 3.351599699934013]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,oblige,mystic,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/infirm_TT_3X.mp4,pulpit,infirm,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3679.4086614999687,3685.924912599963,None, mystic,"['m', 'y', 's', 't', 'i', 'c', 'return']","[0.9292086999630556, 1.2493679999606684, 1.4255271999863908, 1.561158600030467, 1.8330903999740258, 2.097213999950327, 2.345467700040899]",,,,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[4.1537648000521585],,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[8.229457399924286],,,,,,,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,befall,ration,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/parole_TT_3X.mp4,solemn,parole,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.9948162001091987, 1.19509310007561, 1.4589990000240505, 1.611495100078173, 1.7387990000424907, 1.8109430000185966, 2.0914878000039607]",,,,,,,,,,,,,,,,,,,,,None,None, parole,"['p', 'a', 'r', 'o', 'l', 'e', 'return']","[1.4652926999842748, 1.5856700000585988, 1.769205700024031, 2.001305300043896, 2.233337500016205, 2.4332269000587985, 2.6972628000658005]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,innate,tamper,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/sonnet_TT_3X.mp4,confer,sonnet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,12,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, sonnet,"['s', 'o', 'n', 'n', 'e', 't', 'return']","[1.4262411000672728, 1.5942734000273049, 1.7943025999702513, 1.9385410000104457, 2.0343809999758378, 2.210304500069469, 2.442429000046104]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,oblige,mystic,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/infirm_TT_3X.mp4,pulpit,infirm,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, infirm,"['i', 'n', 'f', 'i', 'r', 'm', 'return']","[0.9837637000018731, 1.1677452999865636, 1.2958966000005603, 1.4637997999088839, 1.5998551999218762, 1.7437609999906272, 2.096089700004086]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,tandem,origin,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/coerce_touch_edited.mp4,falter,coerce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,15,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, coerce,"['c', 'o', 'e', 'r', 'e', 'backspace', 'c', 'e', 'return']","[0.9598829000024125, 1.2162622000323609, 1.4480260000564158, 1.9762363000772893, 2.1681213000556454, 2.984091400052421, 4.10385340009816, 4.223930600099266, 4.504005900002085]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,campus,allure,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/binder_TT_3X.mp4,forage,binder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,29,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, binder,"['b', 'i', 'n', 'd', 'e', 'w', 'r', 'return']","[0.9674211000092328, 1.143764500040561, 1.3273995999479666, 1.4233768000267446, 1.6316912999609485, 1.6394006999908015, 1.791382999974303, 1.991696699988097]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,metric,eatery,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/plight_TT_3X.mp4,ascend,plight,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, plight,"['p', 'k', 'i', 's', 'g', 'h', 't', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'l', 'i', 'g', 'h', 't', 'return']","[0.9366517000598833, 1.1205959001090378, 1.3445087000727654, 1.5293115000240505, 1.7689869001042098, 2.512907800031826, 2.6726118000224233, 3.096631000051275, 3.2572714000707492, 4.016560500022024, 4.168595900060609, 4.304478700039908, 4.648514600005001, 5.7929818000411615, 6.040616300073452, 6.304461300023831, 6.465113000012934, 6.608625200111419, 6.832617700099945]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,girdle,linear,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/impose_touch_edited.mp4,belfry,impose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,23,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, impose,"['i', 'm', 'p', 'o', 's', 'e', 'return']","[0.9946504000108689, 1.2508397999918088, 1.4747649999335408, 1.6905987999634817, 1.8107726000016555, 1.9470309999305755, 2.186877299915068]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,trench,ethnic,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/goblet_TT_3X.mp4,botany,goblet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,27,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, goblet,"['g', 'o', 'b', 'l', 'e', 't', 'return']","[1.1346814000280574, 1.342833900009282, 1.4787816000171006, 1.6551939999917522, 1.7994648999301717, 2.0391290999250486, 2.2467633999185637]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,hearth,herbal,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/deduct_touch_edited.mp4,hippie,deduct,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, deduct,"['d', 'e', 'd', 'u', 'c', 't', 'return']","[0.8130687000229955, 1.1087866000598297, 1.388820099993609, 1.604795700055547, 1.772785700042732, 1.9729721000185236, 2.4208773999707773]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,hamlet,shroud,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/sherry_TT_3X.mp4,jackal,sherry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, sherry,"['s', 'h', 'e', 'r', 'y', 'y', 'backspace', 'backspace', 'r', 'y', 'return']","[1.0840299000265077, 1.283960000029765, 1.404281000024639, 1.5401429999619722, 1.7319678999483585, 1.8600032000103965, 2.5960469000274315, 2.724169999943115, 3.419977099983953, 3.56415420002304, 3.972010000026785]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,shrewd,revoke,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/mirage_TT_3X.mp4,malady,mirage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,6,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, mirage,"['m', 'i', 'r', 'a', 'g', 'e', 'return']","[1.235372900031507, 1.5075396000174806, 1.6913914000615478, 1.89148870005738, 2.059673000010662, 2.21137210004963, 2.483373900060542]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,joiner,apathy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/revolt_TT_3X.mp4,virile,revolt,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,5,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, revolt,"['r', 'e', 'v', 'o', 'l', 't', 'return']","[0.9528578999452293, 1.072875399957411, 1.7449196999659762, 2.0408864999189973, 2.24118799995631, 2.4089435000205413, 2.648778799921274]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,oppose,ghetto,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/jargon_TT_3X.mp4,frugal,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,2,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, jargon,"['j', 'a', 'r', 'g', 'o', 'n', 'return']","[1.1226146999979392, 1.2986144999740645, 1.5782435999717563, 1.898200000054203, 2.0504338999744505, 2.2822247999720275, 2.594271600013599]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,output,uphold,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/pursue_touch_edited.mp4,debtor,pursue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,18,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, pursue,"['p', 'u', 'r', 's', 'u', 'e', 'return']","[0.7388311000540853, 1.1550607000244781, 1.386901400052011, 1.6748753000283614, 1.851301999995485, 1.9791926000034437, 2.2588581000454724]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,mangle,warble,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/fodder_touch_edited.mp4,devise,fodder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,24,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, fodder,"['f', 'o', 'd', 'd', 'e', 'r', 'return']","[1.6861863000085577, 1.9422614999348298, 2.1901434999890625, 2.3581851000199094, 2.57446319994051, 2.7823130999458954, 2.998115799971856]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,hinder,breach,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/vanity_TT_3X.mp4,matrix,vanity,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,0,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, vanity,"['v', 'a', 'n', 'i', 't', 'y', 'return']","[1.0350750000216067, 1.6436055999947712, 1.8272536000004038, 2.0671404999447986, 2.2670556999510154, 2.4111667999532074, 3.251354799955152]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,meddle,divert,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/upkeep_touch_edited.mp4,kipper,upkeep,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,25,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, upkeep,"['u', 'p', 'k', 'e', 'e', 'p', 'delete', 'return']","[0.9006619999418035, 1.212694099987857, 1.48475399997551, 1.7807476000161842, 1.9566615000367165, 2.1008902000030503, 2.4526649999897927, 2.861207599984482]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,induce,mussel,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/satire_touch_edited.mp4,cortex,satire,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,21,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, satire,"['s', 'a', 't', 'i', 'r', 'e', 'return']","[0.6027517999755219, 0.6986250999616459, 1.114343799999915, 1.314443300012499, 1.418393399915658, 1.5625400999560952, 1.8983856999548152]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
,None,None,None,None,None,None,None,None,None,None,parish,gullet,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/manure_touch_edited.mp4,picket,manure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,28,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, manure,"['m', 'a', 'n', 'u', 'r', 'e', 'return']","[0.20667240000329912, 0.7989435000345111, 0.9669463000027463, 1.2468853000318632, 1.3747499999590218, 1.5107518000295386, 1.7505378000205383]",,,26,001,H,2023_Feb_16_1347,student_TT_local,2021.1.4,47.74527702749635,
