pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,malady,revoke,19.5,20.5,video&audio/shrewd_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,shrewd,mirage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328.0416057999246,3347.5643203998916,None, revoke,"['r', 'e', 'v', 'o', 'k', 'e', 'return']","[0.8338943000417203, 1.1228440999984741, 1.4178055999800563, 1.8095609000883996, 2.1294056000187993, 2.457606100011617, 3.1375814001075923]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,confer,tamper,19.5,20.5,video&audio/innate_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,innate,critic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3370.9415531000122,3390.448539200006,None, tamper,"['t', 'a', 'm', 'p', 'e', 'r', 'return']","[0.8024565000087023, 1.0665648002177477, 1.427176200086251, 2.0023054000921547, 2.298329300014302, 2.707112800097093, 3.0349171000998467]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,tariff,galley,19.5,20.5,video&audio/delude_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,delude,strife,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394.511436499888,3414.0131136998534,None, galley,"['g', 'a', 'l', 'l', 'e', 'y', 'return']","[0.8734033000655472, 1.2022649000864476, 1.433669500052929, 1.7697233001235873, 2.057556100189686, 3.08975510019809, 3.6014663001988083]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing the same word you will need to type at various speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone typing different words to what you must type at various speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/afford_touch_edited.mp4,video&audio/amount_touch_edited.mp4,matrix,breach,19.5,20.5,video&audio/hinder_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,hinder,vanity,1 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3418.6636637998745,3438.180414999835,None, breach,"['b', 'r', 'e', 'a', 'c', 'h', 'return']","[0.8534673999529332, 1.1735125998966396, 1.5819369999226183, 2.1016081999987364, 2.8774215998128057, 3.086428399896249, 3.685419699875638]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,frugal,ghetto,19.5,20.5,video&audio/oppose_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,oppose,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442.9193084998988,3462.4285596997943,None, ghetto,"['g', 'e', 'backspace', 'h', 'e', 't', 't', 'o', 'return']","[0.8677303001750261, 1.0353963000234216, 1.7471258000005037, 2.4668722001370043, 2.8354530001524836, 3.0594477001577616, 3.235475700115785, 3.898851400008425, 4.443135300185531]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,covert,defame,19.5,20.5,video&audio/patent_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,patent,binder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3467.9283338999376,3487.4437245000154,None, defame,"['d', 'e', 'f', 'a', 'm', 'e', 'return']","[0.8305360001977533, 1.1185103000607342, 1.5187689000740647, 1.7352690000552684, 2.6549091001506895, 2.990923000033945, 3.390543800080195]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,pulpit,mystic,19.5,20.5,video&audio/oblige_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,oblige,infirm,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491.8772706999443,3511.3922509998083,None, mystic,"['m', 'y', 's', 't', 'i', 'f', 'backspace', 'c', 'return']","[0.8758489999454468, 1.2991694000083953, 1.6199369998648763, 2.595536199864, 2.915572499856353, 3.1391779999248683, 3.803711799904704, 4.083193300059065, 4.211247300030664]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,plasma,nettle,6.5,7.5,video&audio/jailer_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,jailer,deduct,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516.6313821999356,3523.1392915998586,None, nettle,"['n', 'e', 't', 't', 'l', 'e', 'return']","[0.696366999996826, 1.0240303999744356, 1.3446194999851286, 1.5358490999788046, 2.3926562999840826, 2.655918600037694, 3.0158178999554366]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,debtor,uphold,6.5,7.5,video&audio/output_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,output,convoy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527.1975320999045,3533.705209299922,None, uphold,"['u', 'p', 'h', 'o', 'l', 'd', 'return']","[0.7288116000127047, 1.5763214000035077, 1.8323419999796897, 2.1605653997976333, 2.5445469999685884, 3.152145199943334, 3.5045588999055326]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,belfry,linear,6.5,7.5,video&audio/girdle_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,girdle,manure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3538.2409365999047,3544.7411823999137,None, linear,"['l', 'i', 'n', 'e', 'r', 'backspace', 'a', 'r', 'return']","[0.8153419999871403, 1.1116647999733686, 1.3589441000949591, 1.5272389000747353, 1.926794399973005, 2.447114000096917, 2.638735700165853, 3.071153199998662, 3.815845600096509]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,jackal,shroud,19.5,20.5,video&audio/hamlet_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,hamlet,parole,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549.598510499811,3569.113453199854,None, shroud,"['s', 'h', 'r', 'o', 'u', 'd', 'return']","[0.5702489998657256, 0.6260561998933554, 1.1619766999501735, 1.4985751998610795, 1.770851399982348, 2.6182657999452204, 3.122381999855861]",,,,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2'],[7.69228499988094],,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[6.148278799839318],,,,,,,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,confer,tamper,19.5,20.5,video&audio/innate_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,innate,critic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12,,,,,,,,,,,,,,,,None,"['n', 'backspace', 'b', 'u', 't', 't', 'e', 'r', 'return']","[1.0440740000922233, 1.7636134000495076, 2.1956756999716163, 2.4603886001277715, 3.131742099998519, 3.363877800060436, 3.5884358999319375, 4.051608700072393, 4.315580900060013]",,,,,,,,,,,,,,,,,,,,,None,None, critic,"['c', 'r', 'i', 't', 'i', 'c', 'return']","[1.147847400046885, 1.7397879001218826, 1.9313161000609398, 2.547576399985701, 3.043478999985382, 3.4438795000314713, 3.8359197000972927]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,solemn,ration,19.5,20.5,video&audio/befall_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,befall,goblet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,8,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, goblet,"['g', 'l', 'backspace', 'o', 'b', 'l', 'e', 't', 'return']","[1.1799993999302387, 1.515914399875328, 2.1078693999443203, 2.6122039000038058, 3.0200320000294596, 3.2921827000100166, 3.499837900046259, 3.659808199852705, 4.1402362999506295]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,plasma,nettle,6.5,7.5,video&audio/jailer_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,jailer,deduct,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,16,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, deduct,"['d', 'e', 'u', 'backspace', 'd', 'u', 't', 'c', 'backspace', 'backspace', 'c', 't', 'return']","[0.8522572999354452, 1.2194739000406116, 1.4192520999349654, 1.82713310001418, 1.923238799907267, 2.4432101999409497, 3.4355834999587387, 3.5232196000870317, 3.963056500069797, 4.107327700126916, 4.403287600027397, 4.684043999994174, 5.187540099956095]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,malady,revoke,19.5,20.5,video&audio/shrewd_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,shrewd,mirage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, mirage,"['m', 'i', 'r', 'a', 'g', 'e', 'return']","[1.0638588999863714, 1.3282778998836875, 2.4083767000120133, 2.6718424998689443, 2.7758996000047773, 3.1923471998889, 3.728235099930316]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,subtle,mucous,6.5,7.5,video&audio/fungal_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,fungal,brazen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,22,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, brazen,"['b', 'r', 'a', 'z', 'e', 'j', 'backspace', 'n', 'return']","[1.4636397000867873, 1.6402243999764323, 1.9120007001329213, 2.375676500145346, 2.9207566999830306, 3.304243100108579, 3.935925400117412, 4.311803700169548, 4.736720400163904]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,devise,warble,6.5,7.5,video&audio/mangle_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,mangle,satire,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,24,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, satire,"['s', 'a', 't', 'i', 'r', 'e', 'return']","[1.2168773000594229, 1.5284297000616789, 2.328586099902168, 2.512788600055501, 3.0009502999018878, 3.7932132000569254, 4.496999500086531]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing the same word you will need to type at various speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone typing different words to what you must type at various speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/afford_touch_edited.mp4,video&audio/amount_touch_edited.mp4,matrix,breach,19.5,20.5,video&audio/hinder_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,hinder,vanity,1 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, vanity,"['v', 'space', 'a', 'backspace', 'backspace', 'a', 'n', 'i', 't', 'y', 'return']","[0.70689080003649, 0.7310428000055254, 1.0748940000776201, 1.834634100086987, 1.9796287000644952, 2.0989666001405567, 2.73132020002231, 2.9950332001317292, 3.3948058001697063, 3.7548092000652105, 4.36287930002436]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,falter,origin,6.5,7.5,video&audio/tandem_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,tandem,potent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,15,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, potent,"['p', 'o', 't', 'e', 'n', 't', 'return']","[1.2499728999100626, 1.4824320999905467, 1.9458729999605566, 2.1058993998449296, 3.0820367999840528, 3.26587409991771, 3.6507375999353826]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,frugal,ghetto,19.5,20.5,video&audio/oppose_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,oppose,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, jargon,"['j', 'a', 'e', 'backspace', 'r', 'g', 'o', 'n', 'return']","[0.9570053999777883, 1.3262230998370796, 1.740805899957195, 2.5332352998666465, 2.685793299926445, 3.1968295997940004, 3.933750999858603, 4.148891799850389, 4.52494139992632]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,picket,gullet,6.5,7.5,video&audio/parish_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,parish,upkeep,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,28,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, upkeep,"['u', 'p', 'e', 'backspace', 'k', 'e', 'e', 'p', 'return']","[1.0263260998763144, 1.4738074999768287, 1.7618834997992963, 2.2258017999120057, 2.609179199906066, 2.7779299998655915, 2.9615878998301923, 3.0413998998701572, 3.3781447999645025]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,cervix,export,6.5,7.5,video&audio/cobble_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,cobble,murmur,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,19,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, murmur,"['m', 'u', 'r', 'm', 'u', 'r', 'return']","[0.7640889000613242, 1.1246086000464857, 1.3321155000012368, 1.4760700000915676, 1.9641470001079142, 2.1318415000569075, 2.571886399993673]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,botany,ethnic,6.5,7.5,video&audio/trench_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,trench,fodder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,27,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, fodder,"['f', 'o', 'd', 'd', 'e', 'r', 'return']","[0.7025164000224322, 0.7825778999831527, 1.6787085998803377, 1.8464091999921948, 2.198751199990511, 2.6389166000299156, 3.0462016998790205]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,covert,defame,19.5,20.5,video&audio/patent_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,patent,binder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,11,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, binder,"['b', 'i', 'n', 'd', 'e', 'r', 'return']","[0.6688018999993801, 0.9973589999135584, 1.2299076998606324, 1.7099488999228925, 2.0770232998766005, 2.3968279999680817, 2.77322329999879]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,kipper,divert,6.5,7.5,video&audio/meddle_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,meddle,musket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,25,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, musket,"['m', 'u', 's', 'k', 'e', 't', 'return']","[1.1978894001804292, 1.5341321001760662, 1.9426580001600087, 2.4299049000255764, 2.7264422001317143, 2.862362400162965, 3.4701191000640392]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,cortex,mussel,6.5,7.5,video&audio/induce_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,induce,savant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,21,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, savant,"['s', 'a', 'v', 'a', 'n', 't', 'return']","[0.5568413001019508, 0.9092969999182969, 1.5650977999903262, 2.2127143999096006, 3.0296354999300092, 3.3332052999176085, 3.7015418999362737]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,parcel,entail,19.5,20.5,video&audio/primal_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,primal,novice,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,4,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, novice,"['n', 'o', 'v', 'i', 'c', 'e', 'return']","[0.6290251000318676, 0.9404744000639766, 1.3328448000829667, 1.4607903000432998, 1.8450249000452459, 2.405358500080183, 2.588884799974039]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,piston,shrill,6.5,7.5,video&audio/caviar_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,caviar,pursue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,20,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, pursue,"['p', 'u', 'r', 's', 'u', 'e', 'return']","[0.7587001000065356, 1.1582274998072535, 1.3502167998813093, 1.6470836999360472, 2.3265483998693526, 2.4790380999911577, 2.8625000999309123]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,ritual,portal,6.5,7.5,video&audio/clergy_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,clergy,coerce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, coerce,"['c', 'o', 'r', 'backspace', 'e', 'r', 'c', 'e', 'return']","[0.7864216000307351, 1.1056498000398278, 1.2657451999839395, 1.8337824998889118, 1.9455844999756664, 2.2980215998832136, 3.0176015999168158, 3.2658245000056922, 3.5778167999815196]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
,None,None,None,None,None,None,None,None,None,None,pulpit,mystic,19.5,20.5,video&audio/oblige_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,oblige,infirm,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,3,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,None, infirm,"['i', 'n', 'f', 'i', 'r', 'm', 'return']","[0.8153166000265628, 1.1756827000062913, 1.5833791999612004, 1.743260399904102, 1.992258899845183, 2.1513018999248743, 2.5995912000071257]",,,4,001,A,2023_Jan_31_1546,student_TT_local,2021.1.4,59.72224378720723,
