pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1bkdgKeys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contBkgdKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI_promptBkgdKeys.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,upkeep,parish,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/gullet_TT_3X.mp4,picket,gullet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, picket,"['p', 'i', 'c', 'k', 'e', 't', 'return']","[0.39860440000120434, 0.6622551000000385, 0.7104035000011208, 1.534626799999387, 1.6781503000020166, 2.1265731000021333, 2.2865865000021586]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,goblet,befall,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ration_touch_edited.mp4,solemn,ration,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, solemn,"['s', 'o', 'l', 'e', 'm', 'n', 'return']","[0.4264709999988554, 0.6588594999993802, 0.9384533000011288, 1.3156213000002026, 1.730727599999227, 1.939649100000679, 2.322952400001668]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,brazen,fungal,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/mucous_TT_3X.mp4,subtle,mucous,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, subtle,"['s', 'u', 'b', 't', 'l', 'e', 'return']","[0.3142831000004662, 0.39347880000059376, 0.5374803000013344, 0.6656465999985812, 1.0173915000013949, 1.130191799999011, 1.6012746000014886]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,oppose,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ghetto_touch_edited.mp4,frugal,ghetto,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, furgal,"['f', 'u', 'r', 'g', 's', 'l', 'backspace', 'backspace', 'a', 'l', 'pound', 'backspace', 'return']","[0.7197961000019859, 0.8320500000008906, 0.9602042000005895, 1.3598777000006521, 1.6085710000006657, 1.831882599999517, 2.1198985000009998, 2.264341300000524, 2.616449199998897, 2.944093599999178, 3.2403330000015558, 3.7364287999989756, 4.008046499999182]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,sonnet,hearth,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/herbal_touch_edited.mp4,hippie,herbal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, hippie,"['h', 'i', 'p', 'p', 'e', 'backspace', 'i', 'e', 'return']","[0.6488987000011548, 0.72884250000061, 0.9288034999990487, 1.3051998000009917, 1.4734157999992021, 1.9128477000012936, 2.193329599998833, 2.3209051999983785, 2.704958300000726]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,murmur,cobble,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/export_TT_3X.mp4,cervix,export,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, cervix,"['c', 'e', 'r', 'v', 'i', 'x', 'return']","[0.3960031999995408, 0.5802215000003343, 0.7402180999997654, 0.9489962000006926, 1.3005259000019578, 1.4600055000009888, 1.8445522000001802]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,deduct,jailer,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/nettle_TT_3X.mp4,plasma,nettle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, plasma,"['p', 'l', 'k', 'a', 'backspace', 'backspace', 'a', 's', 'm', 'a', 'return']","[0.24570479999965755, 0.4223837999998068, 0.4299037999990105, 0.4545381999996607, 0.9181432000004861, 1.0543703000003006, 1.206179600001633, 1.502012700002524, 1.6461167000015848, 1.8858169000013731, 2.0297308000008343]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,convoy,output,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/uphold_TT_3X.mp4,debtor,uphold,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, debtor,"['d', 'e', 'b', 't', 'o', 'r', 'return']","[0.2684229999977106, 0.4444002999989607, 0.5166638999980933, 1.069036299999425, 1.2443789999997534, 1.3647006999999576, 1.5644213999985368]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,legion,campus,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/allure_TT_3X.mp4,forage,allure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, forage,"['f', 'o', 'r', 'a', 'g', 'e', 'pound', 'backspace', 'return']","[0.22623409999869182, 0.37827459999971325, 0.4108598999991955, 0.7942210000001069, 1.122459300000628, 1.219323199999053, 1.442468099998223, 1.9712595999990299, 2.226386399997864]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,potent,tandem,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/origin_TT_3X.mp4,falter,origin,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, falter,"['f', 'a', 'semicolon', 'backspace', 'a', 'l', 'e', 't', 'backspace', 'backspace', 't', 'e', 'r', 'return']","[0.34117589999732445, 0.3500274999969406, 0.5413422999990871, 1.117744599996513, 1.389473999999609, 1.5342026999969676, 2.053813099999388, 2.182082499999524, 2.5896328999988327, 2.725233599998319, 2.877296099999512, 3.03738919999887, 3.2053514999970503, 3.317863299998862]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,critic,binder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/tamper_touch_edited.mp4,confer,tamper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, confer,"['c', 'i', 'n', 'f', 'e', 'r', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'o', 'n', 'f', 'e', 'r', 'return']","[0.49139520000244374, 0.5873954000016965, 1.3076137999996718, 1.5236882000026526, 1.6992048000029172, 1.9637242999997397, 2.68319590000101, 2.84322020000036, 2.979788800003007, 3.115362800002913, 3.259473500002059, 3.819488700002694, 4.0111157999999705, 4.347615500002576, 4.54722170000241, 4.755053800003225, 5.0759694000007585]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,mirage,shrewd,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/revoke_touch_edited.mp4,malady,revoke,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, malady,"['n', 'a', 'equal', 'equal', 'backspace', 'backspace', 'backspace', 'backspace', 'm', 'a', 'l', 'a', 'd', 'y', 'return']","[0.7730893999978434, 0.9723405999975512, 1.3724360999985947, 1.5082830999999715, 2.068850499999826, 2.228173399998923, 2.380093299998407, 2.556677499997022, 3.084203999998863, 3.316399299998011, 3.50034819999928, 4.076892799999769, 4.284556899998279, 4.452422399997886, 4.796138899997459]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,musket,meddle,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/divert_TT_3X.mp4,kipper,divert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, kipper,"['k', 'i', 'p', 'e', 'p', 'backspace', 'backspace', 'p', 'e', 'r', 'return']","[0.12368849999984377, 0.3227736000008008, 0.675276699999813, 0.7878761000029044, 0.9150543000032485, 1.1712404999998398, 1.2918728000004194, 1.5712343000013789, 1.6593352000018058, 1.8193271000018285, 2.0111456000013277]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,satire,mangle,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/warble_TT_3X.mp4,devise,warble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, devise,"['d', 'e', 'r', 'v', 'i', 'd', 'backspace', 's', 'e', 'r', 'return']","[0.288718499999959, 0.4643609999984619, 0.47251949999917997, 0.672456999996939, 0.9129264999974112, 1.1208957999988343, 1.432446599999821, 1.5283911999977136, 1.7045996999986528, 1.7125184999968042, 1.808219899998221]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,savant,induce,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/mussel_TT_3X.mp4,cortex,mussel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, cortex,"['c', 'o', 'r', 'e', 'backspace', 't', 'e', 'x', 'return']","[0.30443649999870104, 0.39280069999949774, 0.5684212999985903, 0.7847691999995732, 1.1921860999973433, 1.2722799000002851, 1.6721894999973301, 1.8721630000000005, 2.0248697999995784]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,infirm,oblige,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/mystic_touch_edited.mp4,pulpit,mystic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, pulpit,"['p', 'u', 'l', 'p', 'i', 't', 'return']","[0.8529190000008384, 1.140918100001727, 1.4286557000014, 1.9967331000007107, 2.212598199999775, 2.34857220000049, 2.7968866000010166]",,,,,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[5.00114449999819],,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2'],[16.315509399999428],,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[5.964145199999621],,,,,,,,,,,,,,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,coerce,clergy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/portal_TT_3X.mp4,ritual,portal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.7192809999979,1643.2243710000002,None, butter,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.8081136000000697, 1.0643587999984447, 1.312144100000296, 1.448666799999046, 1.6799767999982578, 1.8401312999994843, 2.24017989999993]",1696.7846543999985,1703.2963434999983,None, clergy,"['c', 'l', 'e', 'r', 'f', 'backspace', 'g', 'y', 'return']","[0.7165727999999945, 1.0848418999994465, 1.2053273000019544, 1.373455600001762, 1.9247275999987323, 2.2773163999991084, 2.3645566000013787, 2.5567124000008334, 2.7328548000004957]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,brazen,fungal,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/mucous_TT_3X.mp4,subtle,mucous,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.0724143000007,1713.5873594999975,None, fungal,"['f', 'u', 'n', 'g', 'a', 'l', 'return']","[0.7537587999977404, 0.8177564999969036, 1.0261007999979483, 1.2584646999966935, 1.4579949999970268, 1.9702545999971335, 2.3067478999982995]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,manure,girdle,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/linear_TT_3X.mp4,belfry,linear,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.9221174999984,1723.4275400000006,None, girdle,"['g', 'i', 'r', 'd', 'l', 'e', 'pound', 'backspace', 'return']","[1.2531560999996145, 1.341688200001954, 1.4934901000015088, 1.95780840000225, 2.0701281000001472, 2.6537959999986924, 2.8855991999989783, 3.4133847000011883, 3.6613133999999263]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,sonnet,hearth,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/herbal_touch_edited.mp4,hippie,herbal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.1329875999982,1747.6464196999987,None, hearth,"['h', 'e', 'a', 'r', 't', 'h', 'return']","[0.6993226000013237, 0.9231217000015022, 1.1072120000026189, 1.6430624999993597, 2.171621800000139, 2.2751979999993637, 3.1951125000014144]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,infirm,oblige,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/mystic_touch_edited.mp4,pulpit,mystic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751.8822283000009,1771.3947426999985,None, oblige,"['o', 'b', 'l', 'i', 'g', 'e', 'pound', 'backspace', 'return']","[0.7356299999992189, 0.919668599999568, 1.0398056999983964, 1.2396659000005457, 1.4484329000006255, 1.5678551999990304, 2.576140699999087, 3.0725682000011147, 3.343705899998895]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,convoy,output,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/uphold_TT_3X.mp4,debtor,uphold,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775.7840455999976,1782.2945648999994,None, output,"['o', 'u', 't', 'p', 'u', 't', 'return']","[0.6432749000014155, 0.8439928000007058, 0.9556807000008121, 1.083130600000004, 1.5080301000016334, 1.6992838000005577, 2.2993175000010524]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,plight,metric,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/eatery_touch_edited.mp4,ascend,eatery,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785.6264503999992,1805.1333140999996,None, metric,"['m', 'e', 't', 'r', 'i', 'c', 'return']","[0.7553575999991153, 0.9304205000007642, 1.234750499999791, 1.434139500001038, 1.5461322000010114, 1.69078140000056, 2.082403399999748]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,impose,feudal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/matron_TT_3X.mp4,subdue,matron,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.2471366999998,1814.7552484000007,None, feudal,"['g', 'equal', 'f', 'equal', 'equal', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'f', 'e', 'u', 'd', 'a', 'semicolon', 'backspace', 'l', 'return']","[0.7671635000006063, 1.175564500001201, 1.2872028999991016, 1.5750864000001457, 1.7190647999996145, 1.8796400999999605, 2.0151705000025686, 2.295183599999291, 2.431082900002366, 2.5836323000003176, 2.7275656999991043, 2.9030277999991085, 2.998918400000548, 3.2152893999991647, 3.4152458000025945, 3.5836266000005708, 3.9671348000010767, 4.527545100001589, 4.711128499999177]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,murmur,cobble,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/export_TT_3X.mp4,cervix,export,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820.5064214999984,1827.0152987000001,None, cobble,"['c', 'o', 'b', 'b', 'l', 'e', 'return']","[0.7757659999988391, 1.231594299999415, 1.375945200001297, 1.5273758000003, 1.6397421000001486, 1.7841869000003499, 2.2316671000007773]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,fodder,trench,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/ethnic_TT_3X.mp4,botany,ethnic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.2979745999983,1836.8051293999997,None, trench,"['t', 'r', 'e', 'n', 'c', 'h', 'return']","[0.7292683999985456, 0.8885446999993292, 1.0564207999996142, 1.1759977000001527, 1.3442945999995572, 1.4243740999991132, 2.504033499997604]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,revolt,joiner,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/apathy_touch_edited.mp4,virile,apathy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843.908140200001,1863.4069158999991,None, joiner,"['j', 'o', 'i', 'n', 'e', 'r', 'return']","[0.612069300001167, 0.8274571000001743, 1.004079999998794, 1.235420900000463, 1.411444900000788, 1.5959512000008544, 2.036786900000152]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,mirage,shrewd,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/revoke_touch_edited.mp4,malady,revoke,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866.4981062999977,1886.0199121000005,None, shrewd,"['s', 'h', 'r', 'e', 'w', 'd', 'bracketright', 'backspace', 'return']","[0.8759008000015456, 1.0199954000017897, 1.195800400000735, 1.387800699998479, 1.59577150000041, 2.7239522999989276, 3.083598900000652, 3.613164999998844, 3.868382600001496]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,goblet,befall,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ration_touch_edited.mp4,solemn,ration,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.9204234999997,1910.421794599999,None, befall,"['b', 'e', 'f', 'a', 'l', 'l', 'pound', 'backspace', 'return']","[0.7094528000015998, 0.8381318000028841, 1.0377148000006855, 1.2611554000031902, 1.4132473000026948, 1.5257339000017964, 1.8540659000027517, 2.309127800002898, 2.557742799999687]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
