pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1bkdgKeys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,bkgdKeys4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/butter_TT_3X.mp4,video&audio/amount_TT_3X.mp4,eatery,plight,6.5,7.5,video&audio/belfry_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,belfry,metric,2 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3227.3182242000476,3233.8352584000677,None, plight,"['p', 'l', 'u', 'i', 'g', 'backspace', 'backspace', 'backspace', 'i', 'g', 'h', 't', 'return']","[0.26924729999154806, 0.7256181000266224, 0.925384399946779, 0.9333373999688774, 1.0692536999704316, 1.781387499999255, 1.909345299936831, 2.3013774999417365, 2.6935889000305906, 2.7893850000109524, 2.8534257999854162, 2.9813633000012487, 3.0932707999600098]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,galley,strife,6.5,7.5,video&audio/debtor_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,debtor,delude,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237.962115500006,3244.4795418999856,None, strife,"['s', 't', 'r', 'i', 'f', 'e', 'return']","[0.4358435000758618, 0.5796700000064448, 0.6515352000715211, 0.7953947000205517, 0.9874536000424996, 1.0994624000741169, 1.6914441001135856]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,nettle,convoy,19.5,20.5,video&audio/matrix_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,matrix,jailer,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247.2110583999893,3266.7270001000725,None, convoy,"['c', 'o', 'n', 'v', 'o', 'y', 'return']","[0.6921010999940336, 0.8281505999621004, 1.1481358000310138, 1.316109100007452, 1.588223799946718, 1.764156199991703, 2.0605429999995977]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,gullet,manure,19.5,20.5,video&audio/tariff_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,tariff,parish,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.646933400072,3655.161315300036,None, manure,"['m', 'a', 'n', 'u', 'e', 'return']","[0.9334844999248162, 1.0136746999341995, 1.5575151999946684, 1.7415955999167636, 1.9573713999707252, 2.2215540999313816]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,shroud,sherry,6.5,7.5,video&audio/falter_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,falter,hamlet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658.415475900052,3664.9313925000606,None, sherry,"['s', 'h', 'e', 'r', 'r', 'y', 'return']","[0.6790854999562725, 0.8471025000326335, 1.207167400047183, 1.3990959000075236, 1.5510613999795169, 1.7751285000704229, 1.9831430000485852]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,ghetto,jargon,6.5,7.5,video&audio/botany_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,botany,oppose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3667.9547522000503,3674.4718090000097,None, jargon,"['j', 'a', 'r', 'g', 'o', 'n', 'return']","[0.8016946000279859, 0.8656020000344142, 1.0255887999664992, 1.2497218999778852, 1.4655341999605298, 1.6576243999879807, 1.8974211999448016]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,uphold,pursue,19.5,20.5,video&audio/obsess_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,obsess,output,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3677.4130739000393,3696.9274583000224,None, pursue,"['p', 'u', 'r', 's', 'u', 'e', 'return']","[0.9137642000569031, 1.1781042000511661, 1.4498715000227094, 1.6179467999609187, 1.9140419999603182, 2.0417737000389025, 2.2898452000226825]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,tamper,sonnet,6.5,7.5,video&audio/hippie_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,hippie,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.262519699987,3706.7808948999736,None, sonnet,"['s', 'o', 'n', 'n', 'e', 't', 'return']","[0.6144454000750557, 0.790555200073868, 1.0226832000771537, 1.1423961000982672, 1.1986452999990433, 1.310903700068593, 1.5345349000999704]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,divert,upkeep,19.5,20.5,video&audio/solemn_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,solemn,meddle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3709.346970399958,3728.8614903000416,None, upkeep,"['u', 'k', 'e', 'e', 'p', 'return', 'delete']","[0.8033730000024661, 1.3715608000056818, 1.5796780999517068, 1.7395929999183863, 1.8516158999409527, 2.0593630999792367, 2.067884499905631]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,revoke,mirage,6.5,7.5,video&audio/covert_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,covert,shrewd,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3731.9688998999773,3738.4854944000253,None, mirage,"['m', 'i', 'r', 'a', 'g', 'e', 'return']","[0.739720500074327, 0.979495600098744, 1.1155697000212967, 1.179528700071387, 1.4115464000497013, 1.5075786000816151, 1.8036250000586733]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,fusion,critic,6.5,7.5,video&audio/forage_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,forage,zephyr,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3741.3219899999676,3747.8387363000074,None, critic,"['c', 'r', 'i', 't', 'i', 'c', 'return']","[1.3542209999868646, 1.5701017000246793, 1.7781098999548703, 1.882650199928321, 2.0019456000300124, 2.226444400032051, 2.4426486999727786]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,ration,parole,6.5,7.5,video&audio/devise_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,devise,befall,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3751.3214629000286,3757.8372914000647,None, parole,"['p', 'a', 'r', 'i', 'backspace', 'o', 'l', 'e', 'return']","[0.7010536999441683, 0.7490484999725595, 0.9091031999560073, 1.069126599933952, 1.6371604999294505, 2.0450170999392867, 2.3093620999716222, 2.4211338999448344, 2.6212973999790847]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,matron,legion,19.5,20.5,video&audio/subdue_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,subdue,feudal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3761.4857729000505,3781.001482499996,None, legion,"['l', 'e', 'g', 'i', 'o', 'n', 'return']","[0.7602877999888733, 0.8802463000174612, 0.9762834999710321, 1.1364044999936596, 1.2243579999776557, 1.3362521999515593, 1.560281699988991]",,,,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[4.5412514000199735],,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[10.296957200043835],,,,,,,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,matron,legion,19.5,20.5,video&audio/subdue_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,subdue,feudal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26,,,,,,,,,,,,,,,,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.740003400016576, 0.8921487999614328, 1.0522896000184119, 1.220071299932897, 1.3243062999099493, 1.444941799971275, 1.6123445999110118]",,,,,,,,,,,,,,,,,,,,,,None,None, feudal,"['f', 'e', 'u', 'd', 'a', 'l', 'return']","[0.8574741000775248, 0.9376487000845373, 1.0978086000541225, 1.5455376000609249, 1.793795800069347, 2.0096653000218794, 2.6258204000769183]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,portal,murmur,19.5,20.5,video&audio/neural_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,neural,clergy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,17,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, clergy,"['c', 'l', 'e', 'r', 'g', 'y', 'return']","[0.39696629997342825, 0.6929599998984486, 0.8616797999711707, 1.212841899949126, 1.4929341999813914, 1.7167212999192998, 2.27719569997862]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,gullet,manure,19.5,20.5,video&audio/tariff_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,tariff,parish,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,28,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, parish,"['p', 'a', 'r', 'i', 's', 'h', 'return']","[0.6805790000362322, 0.7772803000407293, 0.9525193000445142, 1.1446842000586912, 1.2485523000359535, 1.360761500080116, 1.6725934999994934]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,mystic,infirm,6.5,7.5,video&audio/cervix_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,cervix,oblige,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, oblige,"['o', 'b', 'l', 'i', 'u', 'g', 'e', 'return']","[0.6109867000486702, 0.8910599000519142, 1.0828017999883741, 1.4033869999693707, 1.4109504000516608, 2.1549400000367314, 2.22700369998347, 2.7711913000093773]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,divert,upkeep,19.5,20.5,video&audio/solemn_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,solemn,meddle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,25,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, meddle,"['m', 'e', 'd', 'd', 'l', 'e', 'return']","[0.47222450003027916, 0.6081640999764204, 0.8082159999758005, 0.9602018999867141, 1.0806802000151947, 1.2004593999590725, 1.3843152000335976]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,entail,novice,6.5,7.5,video&audio/confer_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,confer,primal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, primal,"['p', 'r', 'i', 'n', 'backspace', 'm', 'a', 'l', 'return']","[0.41424680000636727, 0.5579130999976769, 0.7659062999300659, 1.005896499962546, 1.5257745999842882, 1.8538659999612719, 1.957885199924931, 2.0859024999663234, 2.3418445999268442]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,uphold,pursue,19.5,20.5,video&audio/obsess_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,obsess,output,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,18,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, output,"['o', 'u', 't', 'p', 'u', 't', 'return']","[0.6244983999058604, 0.8160828999243677, 1.088153599994257, 1.4721532999537885, 1.8962914999574423, 2.0161360999336466, 2.288353299954906]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,apathy,revolt,6.5,7.5,video&audio/cortex_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,cortex,joiner,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, joiner,"['j', 'o', 'i', 'n', 'e', 'r', 'return']","[0.748238299973309, 0.8358501000329852, 1.0208390000043437, 1.2439083000645041, 1.4197520000161603, 1.492183499969542, 1.6599445999599993]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,linear,impose,19.5,20.5,video&audio/pulpit_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,pulpit,girdle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,23,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, girdle,"['i', 'r', 'd', 'l', 'e', 'return']","[0.6018333999672905, 0.9295429999474436, 1.3298609999474138, 1.44967739994172, 1.5538645000196993, 1.7376700999448076]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,herbal,deduct,6.5,7.5,video&audio/kipper_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,kipper,hearth,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,14,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, hearth,"['h', 'e', 'a', 'r', 't', 'h', 'return']","[0.35781249997671694, 0.3983592999866232, 0.48613340000156313, 0.7339468999998644, 0.9266218999400735, 1.0301664000144228, 1.1900856000138447]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,defame,quarry,6.5,7.5,video&audio/frugal_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,frugal,patent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,11,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, patent,"['p', 'a', 't', 'e', 'n', 't', 'return']","[0.5947213000617921, 0.7306248999666423, 0.8749042999697849, 0.970683200052008, 1.0906314000021666, 1.2031318000517786, 1.3708770000375807]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,galley,strife,6.5,7.5,video&audio/debtor_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,debtor,delude,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,7,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, delude,"['d', 'e', 'l', 'u', 'd', 'e', 'return']","[0.45949699997436255, 0.5791677999077365, 0.7871567999245599, 1.0031063999049366, 1.1712551999371499, 1.227690999978222, 1.3790824000025168]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,nettle,convoy,19.5,20.5,video&audio/matrix_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,matrix,jailer,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,16,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, jailer,"['j', 'a', 'i', 'l', 'e', 'r', 'return']","[0.4250942000653595, 0.5532903000712395, 0.6810183000052348, 0.8891967000672594, 1.0011172000085935, 1.1052347000222653, 1.44915880006738]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,shrill,brazen,19.5,20.5,video&audio/picket_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,picket,caviar,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,20,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, caviar,"['c', 'a', 'v', 'c', 'i', 'a', 'r', 'return']","[0.5024229999398813, 0.5824496999848634, 0.822668100008741, 0.8308236999437213, 1.4625398999778554, 1.56648070004303, 2.2867439000401646, 2.454570099944249]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,export,savant,19.5,20.5,video&audio/parcel_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,parcel,cobble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,19,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, cobble,"['c', 'o', 'b', 'b', 'l', 'e', 'return']","[0.9229817999294028, 1.2349696999881417, 1.4192189999157563, 1.5554288999410346, 1.690875199972652, 1.8352770999772474, 1.9711207000073045]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,mussel,satire,19.5,20.5,video&audio/piston_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,piston,induce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,21,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, induce,"['i', 'n', 'd', 'u', 'c', 'e', 'return']","[0.4834844000870362, 0.6755309000145644, 0.9956455000210553, 1.3956547999987379, 1.4916559000266716, 1.6516129000810906, 1.9315620000706986]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,shroud,sherry,6.5,7.5,video&audio/falter_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,falter,hamlet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,9,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,['bracketright'], hamlet,"['h', 'a', 'm', 'l', 'e', 't', 'return']","[0.2903308999957517, 0.4663963000057265, 0.6503811000147834, 0.8423220999538898, 0.9865866999607533, 1.106507399934344, 1.2584777999436483]",[0.09688179998192936],,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,ordain,potent,6.5,7.5,video&audio/jackal_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,jackal,septic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,13,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, septic,"['s', 'e', 'p', 't', 'i', 'c', 'return']","[0.354734200052917, 0.41852960002142936, 0.5712644000304863, 0.7705858000554144, 0.9546591000398621, 1.1305755000794306, 1.330575600033626]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
,None,None,None,None,None,None,None,None,None,None,fusion,critic,6.5,7.5,video&audio/forage_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,forage,zephyr,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,10,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, zephyr,"['z', 'e', 'p', 'h', 'y', 'r', 'return']","[0.5020941999973729, 0.7738236000295728, 1.0703356000594795, 1.2058276999741793, 2.1179277000483125, 2.254083100007847, 2.533998499973677]",,,,6,001,G,2023_Feb_16_1143,student_TT_local,2021.1.4,48.02345081116486,
